muni,county,year,resgas,commgas,indusgas,streetgas,totgas
Lambertville city,Hunterdon,2019,1158228.00,485294.00,NDA,NDA,1643522.00
Lambertville city,Hunterdon,2020,1810611.00,667126.00,NDA,NDA,2477737.00
Lambertville city,Hunterdon,2021,2275210.00,843132.00,NDA,NDA,3118342.00
Laurel Springs borough,Camden,2015,655069.00,343349.00,NDA,NDA,998419.00
Laurel Springs borough,Camden,2016,534435.00,279158.00,NDA,NDA,813593.00
Laurel Springs borough,Camden,2017,538755.00,285223.00,NDA,NDA,823979.00
Laurel Springs borough,Camden,2018,657902.00,302007.00,NDA,NDA,959909.00
Laurel Springs borough,Camden,2019,614414.00,297818.00,NDA,NDA,912232.00
Laurel Springs borough,Camden,2020,570343.00,288254.00,NDA,NDA,858598.00
Laurel Springs borough,Camden,2021,615451.00,289241.00,NDA,NDA,904692.00
Lavallette borough,Ocean,2015,2229815.00,230556.00,CWC,NDA,2460371.00
Lavallette borough,Ocean,2016,1360958.00,197692.00,CWC,NDA,1558650.00
Lavallette borough,Ocean,2017,1454398.00,203661.00,CWC,NDA,1658059.00
Lavallette borough,Ocean,2018,1798459.00,238878.00,CWC,NDA,2037337.00
Lavallette borough,Ocean,2019,1628035.00,218406.00,CWC,NDA,1846441.00
Lavallette borough,Ocean,2020,849887.00,70342.00,CWC,NDA,920229.00
Lavallette borough,Ocean,2021,828096.00,71012.00,CWC,NDA,899108.00
Lawnside borough,Camden,2015,791159.00,1040381.00,NDA,NDA,1831540.00
Lawnside borough,Camden,2016,694790.00,872220.00,NDA,NDA,1567011.00
Lawnside borough,Camden,2017,692425.00,976902.00,NDA,NDA,1669327.00
Lawnside borough,Camden,2018,826945.00,1408206.00,NDA,NDA,2235151.00
Lawnside borough,Camden,2019,773872.00,1000001.00,NDA,NDA,1773873.00
Lawnside borough,Camden,2020,708517.00,1301574.00,NDA,NDA,2010091.00
Lawnside borough,Camden,2021,771511.00,1572931.00,NDA,NDA,2344442.00
Lawrence township (Cumberland),Cumberland,2015,191019.00,67977.00,745.00,NDA,259740.00
Lawrence township (Cumberland),Cumberland,2016,168262.00,59738.00,127.00,NDA,228128.00
Lawrence township (Cumberland),Cumberland,2017,161689.00,58285.00,115.00,NDA,220090.00
Lawrence township (Cumberland),Cumberland,2018,198554.00,76445.00,537.00,NDA,275536.00
Lawrence township (Cumberland),Cumberland,2019,195457.00,95915.00,540.00,NDA,291912.00
Lawrence township (Cumberland),Cumberland,2020,221063.00,103999.00,302.00,NDA,325365.00
Lawrence township (Cumberland),Cumberland,2021,263024.00,118336.00,NDA,NDA,381360.00
Lawrence township (Mercer),Mercer,2015,9648317.00,12973782.00,2288252.00,NDA,24910351.00
Lawrence township (Mercer),Mercer,2016,8838046.00,12309951.00,2121839.00,NDA,23269835.00
Lawrence township (Mercer),Mercer,2017,9191212.00,12872924.00,1880139.00,NDA,23944275.00
Lawrence township (Mercer),Mercer,2018,9939680.00,12974053.00,2503676.00,NDA,25417409.00
Lawrence township (Mercer),Mercer,2019,9448441.00,13179329.00,2152911.00,NDA,24780681.00
Lawrence township (Mercer),Mercer,2020,8900888.00,9168669.00,3730152.00,NDA,21799708.00
Lawrence township (Mercer),Mercer,2021,9306149.00,11290947.00,3637900.00,NDA,24234997.00
Lebanon borough,Hunterdon,2015,329800.00,461763.00,NDA,NDA,791563.00
Lebanon borough,Hunterdon,2016,346033.00,501101.00,NDA,NDA,847134.00
Lebanon borough,Hunterdon,2017,355568.00,520283.00,NDA,NDA,875851.00
Lebanon borough,Hunterdon,2018,413370.00,589767.00,NDA,NDA,1003137.00
Lebanon borough,Hunterdon,2019,390222.00,588528.00,NDA,NDA,978750.00
Lebanon borough,Hunterdon,2020,597551.00,775182.00,NDA,NDA,1372732.00
Lebanon borough,Hunterdon,2021,739347.00,998745.00,NDA,NDA,1738092.00
Lebanon township,Hunterdon,2015,53380.00,91792.00,NDA,NDA,145172.00
Lebanon township,Hunterdon,2016,55799.00,95505.00,NDA,NDA,151305.00
Lebanon township,Hunterdon,2017,58955.00,100891.00,NDA,NDA,159845.00
Lebanon township,Hunterdon,2018,67615.00,121165.00,NDA,NDA,188780.00
Lebanon township,Hunterdon,2019,62266.00,104044.00,NDA,NDA,166310.00
Lebanon township,Hunterdon,2020,96487.00,162580.00,NDA,NDA,259067.00
Lebanon township,Hunterdon,2021,120864.00,166750.00,NDA,NDA,287614.00
Leonia borough,Bergen,2015,3173881.00,1208890.00,93343.00,NDA,4476114.00
Leonia borough,Bergen,2016,2768072.00,1079552.00,77795.00,NDA,3925419.00
Leonia borough,Bergen,2017,2866795.00,1114040.00,83661.00,NDA,4064496.00
Leonia borough,Bergen,2018,3254206.00,1166547.00,91944.00,NDA,4512697.00
Leonia borough,Bergen,2019,3078445.00,1146066.00,93944.00,NDA,4318455.00
Leonia borough,Bergen,2020,2804531.00,973224.00,89614.00,NDA,3867370.00
Leonia borough,Bergen,2021,2977092.00,1041188.00,93041.00,NDA,4111322.00
Liberty township,Warren,2015,NDA,NDA,NDA,NDA,0.00
Liberty township,Warren,2016,NDA,NDA,NDA,NDA,0.00
Liberty township,Warren,2017,NDA,NDA,NDA,NDA,0.00
Liberty township,Warren,2018,NDA,NDA,NDA,NDA,0.00
Liberty township,Warren,2019,NDA,NDA,NDA,NDA,0.00
Liberty township,Warren,2020,NDA,NDA,NDA,NDA,0.00
Liberty township,Warren,2021,NDA,NDA,NDA,NDA,0.00
Lincoln Park borough,Morris,2015,3105850.00,1476574.00,CWC,NDA,4582424.00
Lincoln Park borough,Morris,2016,2637216.00,1154461.00,CWC,NDA,3791677.00
Lincoln Park borough,Morris,2017,2866958.00,1250575.00,CWC,NDA,4117533.00
Lincoln Park borough,Morris,2018,3217060.00,1425661.00,CWC,NDA,4642721.00
Lincoln Park borough,Morris,2019,3003313.00,1324721.00,CWC,NDA,4328034.00
Lincoln Park borough,Morris,2020,2855360.00,1200885.00,CWC,NDA,4056245.00
Lincoln Park borough,Morris,2021,2922632.00,1232667.00,CWC,NDA,4155299.00
Linden city,Union,2015,9148727.00,9413801.00,708408070.00,NDA,726970599.00
Linden city,Union,2016,9375715.00,9745324.00,653604370.00,NDA,672725409.00
Linden city,Union,2017,10076151.00,10967240.00,454974495.00,NDA,476017886.00
Linden city,Union,2018,11452788.00,12365451.00,352049994.00,NDA,375868234.00
Linden city,Union,2019,10753360.00,11522841.00,419920785.00,NDA,442196985.00
Linden city,Union,2020,16326607.00,15500431.00,267288266.00,NDA,299115304.00
Linden city,Union,2021,20846632.00,19877719.00,277737443.00,NDA,318461794.00
Lindenwold borough,Camden,2015,2616839.00,25925421.00,10943.00,NDA,28553203.00
Lindenwold borough,Camden,2016,2236939.00,22185067.00,6740.00,NDA,24428746.00
Lindenwold borough,Camden,2017,2346073.00,21893243.00,7604.00,NDA,24246921.00
Lindenwold borough,Camden,2018,2849098.00,23358281.00,12345.00,NDA,26219724.00
Lindenwold borough,Camden,2019,2627001.00,18505989.00,11818.00,NDA,21144808.00
Lindenwold borough,Camden,2020,2456488.00,17220983.00,11018.00,NDA,19688489.00
Lindenwold borough,Camden,2021,2656945.00,18005590.00,11866.00,NDA,20674400.00
Linwood city,Atlantic,2015,2755139.00,880032.00,NDA,NDA,3635171.00
Linwood city,Atlantic,2016,2458224.00,764618.00,NDA,NDA,3222842.00
Linwood city,Atlantic,2017,2552391.00,839138.00,NDA,NDA,3391529.00
Linwood city,Atlantic,2018,2746097.00,1012680.00,NDA,NDA,3758777.00
Linwood city,Atlantic,2019,2736870.00,1096319.00,NDA,NDA,3833190.00
Linwood city,Atlantic,2020,2482403.00,959288.00,NDA,NDA,3441691.00
Linwood city,Atlantic,2021,2683326.00,1003738.00,NDA,NDA,3687064.00
Little Egg Harbor township,Ocean,2015,5294979.00,469261.00,CWC,NDA,5764240.00
Little Egg Harbor township,Ocean,2016,5009959.00,803870.00,CWC,NDA,5813829.00
Little Egg Harbor township,Ocean,2017,5324127.00,818943.00,CWC,NDA,6143070.00
Little Egg Harbor township,Ocean,2018,6579978.00,947161.00,CWC,NDA,7527139.00
Little Egg Harbor township,Ocean,2019,6066480.00,839923.00,CWC,NDA,6906403.00
Little Egg Harbor township,Ocean,2020,2949341.00,3901561.00,CWC,NDA,6850902.00
Little Egg Harbor township,Ocean,2021,3091883.00,4019502.00,CWC,NDA,7111385.00
Little Falls township,Passaic,2015,3919842.00,8497781.00,83147.00,NDA,12500771.00
Little Falls township,Passaic,2016,3370001.00,8120481.00,70989.00,NDA,11561471.00
Little Falls township,Passaic,2017,3494618.00,8385042.00,73752.00,NDA,11953412.00
Little Falls township,Passaic,2018,3880150.00,8755355.00,86498.00,NDA,12722003.00
Little Falls township,Passaic,2019,3788443.00,9250141.00,85308.00,NDA,13123892.00
Little Falls township,Passaic,2020,3440318.00,8390500.00,71338.00,NDA,11902156.00
Little Falls township,Passaic,2021,3661231.00,8509961.00,77191.00,NDA,12248383.00
Little Ferry borough,Bergen,2015,2491763.00,1713359.00,1220928.00,NDA,5426051.00
Little Ferry borough,Bergen,2016,2042987.00,1495680.00,742920.00,NDA,4281587.00
Little Ferry borough,Bergen,2017,2201949.00,2082788.00,363332.00,NDA,4648069.00
Little Ferry borough,Bergen,2018,2467290.00,1804734.00,649821.00,NDA,4921845.00
Little Ferry borough,Bergen,2019,2377785.00,2582420.00,1369088.00,NDA,6329293.00
Little Ferry borough,Bergen,2020,2191795.00,1834906.00,634857.00,NDA,4661558.00
Little Ferry borough,Bergen,2021,2320424.00,2029187.00,595427.00,NDA,4945038.00
Little Silver borough,Monmouth,2015,2702585.00,543221.00,CWC,NDA,3245806.00
Little Silver borough,Monmouth,2016,2499291.00,501386.00,CWC,NDA,3000677.00
Little Silver borough,Monmouth,2017,2527298.00,497357.00,CWC,NDA,3024655.00
Little Silver borough,Monmouth,2018,2859686.00,576248.00,CWC,NDA,3435934.00
Little Silver borough,Monmouth,2019,2744440.00,559952.00,CWC,NDA,3304392.00
Little Silver borough,Monmouth,2020,2584954.00,486881.00,CWC,NDA,3071835.00
Little Silver borough,Monmouth,2021,2707562.00,526925.00,CWC,NDA,3234487.00
Livingston township,Essex,2015,14602242.00,4808956.00,104831.00,NDA,19516030.00
Livingston township,Essex,2016,12772757.00,4446900.00,92834.00,NDA,17312491.00
Livingston township,Essex,2017,13891999.00,5091623.00,96769.00,NDA,19080390.00
Livingston township,Essex,2018,14504621.00,5512723.00,105537.00,NDA,20122881.00
Livingston township,Essex,2019,13949490.00,5350898.00,100393.00,NDA,19400781.00
Livingston township,Essex,2020,12933913.00,4670477.00,89021.00,NDA,17693411.00
Livingston township,Essex,2021,13519183.00,4967082.00,91603.00,NDA,18577868.00
Loch Arbour village,Monmouth,2015,191106.00,22418.00,CWC,NDA,213524.00
Loch Arbour village,Monmouth,2016,157859.00,20323.00,CWC,NDA,178182.00
Loch Arbour village,Monmouth,2017,168776.00,22135.00,CWC,NDA,190911.00
Loch Arbour village,Monmouth,2018,191335.00,24143.00,CWC,NDA,215478.00
Loch Arbour village,Monmouth,2019,191664.00,21438.00,CWC,NDA,213102.00
Loch Arbour village,Monmouth,2020,200480.00,14660.00,CWC,NDA,215140.00
Loch Arbour village,Monmouth,2021,206198.00,32682.00,CWC,NDA,238880.00
Lodi borough,Bergen,2015,5602865.00,3582731.00,359583.00,NDA,9545178.00
Lodi borough,Bergen,2016,4806914.00,3092233.00,295965.00,NDA,8195112.00
Lodi borough,Bergen,2017,5145939.00,3322695.00,258239.00,NDA,8726873.00
Lodi borough,Bergen,2018,5726835.00,3581840.00,453351.00,NDA,9762025.00
Lodi borough,Bergen,2019,5435896.00,3637372.00,573037.00,NDA,9646306.00
Lodi borough,Bergen,2020,5056065.00,3259687.00,532211.00,NDA,8847963.00
Lodi borough,Bergen,2021,5323536.00,3422380.00,550461.00,NDA,9296378.00
Logan township,Gloucester,2015,1007074.00,7921009.00,5238792.00,NDA,14166875.00
Logan township,Gloucester,2016,872421.00,7219008.00,4221562.00,NDA,12312991.00
Logan township,Gloucester,2017,837150.00,7365165.00,4161151.00,NDA,12363465.00
Logan township,Gloucester,2018,1028320.00,7981301.00,4611510.00,NDA,13621131.00
Logan township,Gloucester,2019,968412.00,8830004.00,4318624.00,NDA,14117041.00
Logan township,Gloucester,2020,890274.00,8185495.00,3804959.00,NDA,12880729.00
Logan township,Gloucester,2021,966788.00,8823764.00,5143599.00,NDA,14934151.00
Long Beach township,Ocean,2015,2239290.00,197008.00,CWC,NDA,2436298.00
Long Beach township,Ocean,2016,3285161.00,290531.00,CWC,NDA,3575692.00
Long Beach township,Ocean,2017,3455427.00,298230.00,CWC,NDA,3753657.00
Long Beach township,Ocean,2018,4359456.00,336387.00,CWC,NDA,4695843.00
Long Beach township,Ocean,2019,3975580.00,310585.00,CWC,NDA,4286165.00
Long Beach township,Ocean,2020,7763663.00,1251966.00,CWC,NDA,9015629.00
Long Beach township,Ocean,2021,8378903.00,1377514.00,CWC,NDA,9756417.00
Long Branch city,Monmouth,2015,8480990.00,4976570.00,CWC,NDA,13457560.00
Long Branch city,Monmouth,2016,7505719.00,5243099.00,CWC,NDA,12748818.00
Long Branch city,Monmouth,2017,7882633.00,5310801.00,CWC,NDA,13193434.00
Long Branch city,Monmouth,2018,8923268.00,5928963.00,CWC,NDA,14852231.00
Long Branch city,Monmouth,2019,8409781.00,5802743.00,CWC,NDA,14212524.00
Long Branch city,Monmouth,2020,910134.00,305507.00,CWC,NDA,1215641.00
Long Branch city,Monmouth,2021,996862.00,345577.00,CWC,NDA,1342439.00
Long Hill township,Morris,2015,3375019.00,967192.00,94415.00,NDA,4436626.00
Long Hill township,Morris,2016,2938103.00,823485.00,81411.00,NDA,3842999.00
Long Hill township,Morris,2017,3087011.00,855625.00,86227.00,NDA,4028862.00
Long Hill township,Morris,2018,3512349.00,990600.00,98162.00,NDA,4601110.00
Long Hill township,Morris,2019,3288890.00,916122.00,90348.00,NDA,4295360.00
Long Hill township,Morris,2020,3091600.00,756301.00,83594.00,NDA,3931495.00
Long Hill township,Morris,2021,3270029.00,788542.00,97473.00,NDA,4156044.00
Longport borough,Atlantic,2015,1252845.00,122745.00,NDA,NDA,1375590.00
Longport borough,Atlantic,2016,959465.00,100672.00,NDA,NDA,1060138.00
Longport borough,Atlantic,2017,1010631.00,102307.00,NDA,NDA,1112938.00
Longport borough,Atlantic,2018,1258279.00,105779.00,NDA,NDA,1364058.00
Longport borough,Atlantic,2019,1081395.00,103254.00,NDA,NDA,1184648.00
Longport borough,Atlantic,2020,1052915.00,94042.00,NDA,NDA,1146957.00
Longport borough,Atlantic,2021,1141953.00,95951.00,NDA,NDA,1237904.00
Lopatcong township,Warren,2015,1785147.00,653820.00,NDA,NDA,2438966.00
Lopatcong township,Warren,2016,1849417.00,721601.00,NDA,NDA,2571018.00
Lopatcong township,Warren,2017,1965580.00,949978.00,NDA,NDA,2915558.00
Lopatcong township,Warren,2018,2308767.00,1057749.00,NDA,NDA,3366516.00
Lopatcong township,Warren,2019,2162481.00,939882.00,NDA,NDA,3102363.00
Lopatcong township,Warren,2020,3289589.00,1685488.00,NDA,NDA,4975077.00
Lopatcong township,Warren,2021,4374171.00,2869630.00,NDA,NDA,7243800.00
Lower Alloways Creek township,Salem,2015,NDA,NDA,NDA,NDA,0.00
Lower Alloways Creek township,Salem,2016,NDA,NDA,NDA,NDA,0.00
Lower Alloways Creek township,Salem,2017,NDA,NDA,NDA,NDA,0.00
Lower Alloways Creek township,Salem,2018,NDA,NDA,NDA,NDA,0.00
Lower Alloways Creek township,Salem,2019,NDA,NDA,NDA,NDA,0.00
Lower Alloways Creek township,Salem,2020,NDA,NDA,NDA,NDA,0.00
Lower Alloways Creek township,Salem,2021,NDA,NDA,NDA,NDA,0.00
Lower township,Cape May,2015,5141985.00,3470725.00,1155.00,NDA,8613864.00
Lower township,Cape May,2016,4302919.00,2902727.00,772.00,NDA,7206418.00
Lower township,Cape May,2017,4418359.00,3050610.00,811.00,NDA,7469781.00
Lower township,Cape May,2018,5538384.00,3521355.00,958.00,NDA,9060696.00
Lower township,Cape May,2019,5012170.00,3261642.00,969.00,NDA,8274782.00
Lower township,Cape May,2020,4775768.00,2916915.00,639.00,NDA,7693322.00
Lower township,Cape May,2021,5233411.00,3143133.00,634.00,NDA,8377178.00
Lumberton township,Burlington,2015,3316695.00,1863926.00,926.00,NDA,5181548.00
Lumberton township,Burlington,2016,2815888.00,1527534.00,3202.00,NDA,4346623.00
Lumberton township,Burlington,2017,2923043.00,1468555.00,9801.00,NDA,4401400.00
Lumberton township,Burlington,2018,3368268.00,1769980.00,11885.00,NDA,5150132.00
Lumberton township,Burlington,2019,3145651.00,1640840.00,599.00,NDA,4787090.00
Lumberton township,Burlington,2020,2885662.00,1549848.00,8.00,NDA,4435519.00
Lumberton township,Burlington,2021,3097641.00,1712434.00,208.00,NDA,4810283.00
Lyndhurst township,Bergen,2015,6436668.00,3575696.00,1433037.00,NDA,11445400.00
Lyndhurst township,Bergen,2016,5853725.00,3281085.00,1556193.00,NDA,10691003.00
Lyndhurst township,Bergen,2017,5925403.00,3302003.00,1665474.00,NDA,10892879.00
Lyndhurst township,Bergen,2018,6577374.00,3711972.00,1504403.00,NDA,11793748.00
Lyndhurst township,Bergen,2019,6406825.00,3591230.00,1550802.00,NDA,11548858.00
Lyndhurst township,Bergen,2020,5766115.00,3096696.00,1544385.00,NDA,10407197.00
Lyndhurst township,Bergen,2021,5981673.00,3014464.00,1298175.00,NDA,10294312.00
Madison borough,Morris,2015,6345369.00,3434614.00,106282.00,NDA,9886265.00
Madison borough,Morris,2016,5547510.00,3099678.00,117612.00,NDA,8764801.00
Madison borough,Morris,2017,5684285.00,3233025.00,111689.00,NDA,9028998.00
Madison borough,Morris,2018,6536655.00,3543025.00,105127.00,NDA,10184806.00
Madison borough,Morris,2019,6114556.00,3416649.00,118211.00,NDA,9649416.00
Madison borough,Morris,2020,5665058.00,2812699.00,73907.00,NDA,8551665.00
Madison borough,Morris,2021,5894921.00,3048752.00,87764.00,NDA,9031437.00
Magnolia borough,Camden,2015,1458887.00,2308806.00,6018.00,NDA,3773711.00
Magnolia borough,Camden,2016,1203190.00,2122788.00,3382.00,NDA,3329360.00
Magnolia borough,Camden,2017,1235664.00,2135934.00,3623.00,NDA,3375221.00
Magnolia borough,Camden,2018,1478245.00,2316500.00,5144.00,NDA,3799890.00
Magnolia borough,Camden,2019,1375870.00,2244768.00,4673.00,NDA,3625310.00
Magnolia borough,Camden,2020,1259125.00,2110754.00,2794.00,NDA,3372673.00
Magnolia borough,Camden,2021,1345632.00,2121873.00,3475.00,NDA,3470980.00
Mahwah township,Bergen,2015,10974901.00,6179371.00,156041.00,NDA,17310313.00
Mahwah township,Bergen,2016,10220027.00,5410084.00,138148.00,NDA,15768258.00
Mahwah township,Bergen,2017,10437468.00,5524425.00,146667.00,NDA,16108560.00
Mahwah township,Bergen,2018,11453185.00,6245648.00,171152.00,NDA,17869984.00
Mahwah township,Bergen,2019,11201550.00,6266837.00,157350.00,NDA,17625737.00
Mahwah township,Bergen,2020,10226308.00,5214295.00,146114.00,NDA,15586716.00
Mahwah township,Bergen,2021,10484106.00,5778230.00,138902.00,NDA,16401238.00
Manalapan township,Monmouth,2015,13977315.00,2508222.00,CWC,NDA,16485537.00
Manalapan township,Monmouth,2016,11818394.00,2011732.00,CWC,NDA,13830126.00
Manalapan township,Monmouth,2017,12124990.00,2193785.00,CWC,NDA,14318775.00
Manalapan township,Monmouth,2018,14415037.00,2536884.00,CWC,NDA,16951921.00
Manalapan township,Monmouth,2019,13446640.00,2357553.00,CWC,NDA,15804193.00
Manalapan township,Monmouth,2020,13513216.00,2206466.00,CWC,NDA,15719682.00
Manalapan township,Monmouth,2021,12909572.00,2241154.00,CWC,NDA,15150726.00
Manasquan borough,Monmouth,2015,2749715.00,669623.00,CWC,NDA,3419338.00
Manasquan borough,Monmouth,2016,2273609.00,545918.00,CWC,NDA,2819527.00
Manasquan borough,Monmouth,2017,2437052.00,627234.00,CWC,NDA,3064286.00
Manasquan borough,Monmouth,2018,2817617.00,663474.00,CWC,NDA,3481091.00
Manasquan borough,Monmouth,2019,2700803.00,628211.00,CWC,NDA,3329014.00
Manasquan borough,Monmouth,2020,2473690.00,525830.00,CWC,NDA,2999520.00
Manasquan borough,Monmouth,2021,2637170.00,592554.00,CWC,NDA,3229724.00
Manchester township,Ocean,2015,6597308.00,1206044.00,CWC,NDA,7803352.00
Manchester township,Ocean,2016,6517019.00,1153558.00,CWC,NDA,7670577.00
Manchester township,Ocean,2017,7547521.00,1240032.00,CWC,NDA,8787553.00
Manchester township,Ocean,2018,7321812.00,1349395.00,CWC,NDA,8671207.00
Manchester township,Ocean,2019,7750383.00,1359373.00,CWC,NDA,9109756.00
Manchester township,Ocean,2020,16789084.00,3008817.00,CWC,NDA,19797901.00
Manchester township,Ocean,2021,17579208.00,2994654.00,CWC,NDA,20573862.00
Mannington township,Salem,2015,56686.00,511882.00,5364996.00,NDA,5933564.00
Mannington township,Salem,2016,45869.00,490334.00,5088543.00,NDA,5624747.00
Mannington township,Salem,2017,47199.00,459845.00,4242214.00,NDA,4749258.00
Mannington township,Salem,2018,57558.00,426183.00,4102198.00,NDA,4585939.00
Mannington township,Salem,2019,51660.00,416467.00,3289571.00,NDA,3757698.00
Mannington township,Salem,2020,45954.00,435509.00,2664810.00,NDA,3146273.00
Mannington township,Salem,2021,49141.00,445106.00,2861617.00,NDA,3355864.00
Mansfield township (Burlington),Burlington,2015,4142405.00,1793103.00,8558.00,NDA,5944066.00
Mansfield township (Burlington),Burlington,2016,3604771.00,1706248.00,14551.00,NDA,5325570.00
Mansfield township (Burlington),Burlington,2017,3871802.00,1908855.00,38117.00,NDA,5818774.00
Mansfield township (Burlington),Burlington,2018,4346125.00,2085424.00,342480.00,NDA,6774029.00
Mansfield township (Burlington),Burlington,2019,4135168.00,1780011.00,506100.00,NDA,6421279.00
Mansfield township (Burlington),Burlington,2020,2702304.00,562194.00,393767.00,NDA,3658266.00
Mansfield township (Burlington),Burlington,2021,2918195.00,715753.00,402891.00,NDA,4036839.00
Mansfield township (Warren),Warren,2015,1006616.00,725305.00,NDA,NDA,1731921.00
Mansfield township (Warren),Warren,2016,NDA,NDA,NDA,NDA,0.00
Mansfield township (Warren),Warren,2017,NDA,NDA,NDA,NDA,0.00
Mansfield township (Warren),Warren,2018,NDA,NDA,NDA,NDA,0.00
Mansfield township (Warren),Warren,2019,NDA,NDA,NDA,NDA,0.00
Mansfield township (Warren),Warren,2020,1656782.00,1663517.00,978172.00,NDA,4298471.00
Mansfield township (Warren),Warren,2021,2307449.00,2160404.00,1284061.00,NDA,5751914.00
Mantoloking borough,Ocean,2015,1349745.00,33537.00,CWC,NDA,1383282.00
Mantoloking borough,Ocean,2016,1740346.00,61527.00,CWC,NDA,1801873.00
Mantoloking borough,Ocean,2017,1933062.00,63660.00,CWC,NDA,1996722.00
Mantoloking borough,Ocean,2018,2396740.00,71424.00,CWC,NDA,2468164.00
Mantoloking borough,Ocean,2019,2237535.00,70315.00,CWC,NDA,2307850.00
Mantoloking borough,Ocean,2020,2195887.00,58839.00,CWC,NDA,2254726.00
Mantoloking borough,Ocean,2021,2377659.00,73218.00,CWC,NDA,2450877.00
Mantua township,Gloucester,2015,4495998.00,1075856.00,150320.00,NDA,5722174.00
Mantua township,Gloucester,2016,3671979.00,861334.00,122650.00,NDA,4655963.00
Mantua township,Gloucester,2017,3726963.00,883636.00,52027.00,NDA,4662626.00
Mantua township,Gloucester,2018,4452442.00,1030972.00,112508.00,NDA,5595922.00
Mantua township,Gloucester,2019,4177134.00,960688.00,106063.00,NDA,5243885.00
Mantua township,Gloucester,2020,3891988.00,838370.00,96956.00,NDA,4827314.00
Mantua township,Gloucester,2021,4195782.00,934977.00,105337.00,NDA,5236096.00
Manville borough,Somerset,2015,3078144.00,981336.00,5060.00,NDA,4064540.00
Manville borough,Somerset,2016,2733652.00,867449.00,4616.00,NDA,3605716.00
Manville borough,Somerset,2017,2823936.00,856820.00,5307.00,NDA,3686064.00
Manville borough,Somerset,2018,3254023.00,980881.00,3593.00,NDA,4238497.00
Manville borough,Somerset,2019,3067986.00,871338.00,3969.00,NDA,3943294.00
Manville borough,Somerset,2020,2851724.00,753629.00,6001.00,NDA,3611354.00
Manville borough,Somerset,2021,2834265.00,815270.00,4115.00,NDA,3653650.00
Maple Shade township,Burlington,2015,4158264.00,3630720.00,21457.00,NDA,7810440.00
Maple Shade township,Burlington,2016,3760145.00,3246158.00,18004.00,NDA,7024307.00
Maple Shade township,Burlington,2017,3704376.00,3164399.00,23980.00,NDA,6892755.00
Maple Shade township,Burlington,2018,4261163.00,3593771.00,24673.00,NDA,7879607.00
Maple Shade township,Burlington,2019,3996336.00,3456944.00,26431.00,NDA,7479711.00
Maple Shade township,Burlington,2020,3601299.00,3101293.00,22742.00,NDA,6725333.00
Maple Shade township,Burlington,2021,3845449.00,3161448.00,26464.00,NDA,7033361.00
Maplewood township,Essex,2015,9316223.00,3740171.00,120067.00,NDA,13176461.00
Maplewood township,Essex,2016,8291124.00,3695394.00,110249.00,NDA,12096767.00
Maplewood township,Essex,2017,8593677.00,3746885.00,105238.00,NDA,12445799.00
Maplewood township,Essex,2018,9746883.00,3923740.00,106874.00,NDA,13777497.00
Maplewood township,Essex,2019,9255249.00,3450511.00,104709.00,NDA,12810468.00
Maplewood township,Essex,2020,8487769.00,3706593.00,84228.00,NDA,12278591.00
Maplewood township,Essex,2021,8973431.00,3558840.00,65799.00,NDA,12598070.00
Margate City city,Atlantic,2015,4852556.00,1128226.00,NDA,NDA,5980782.00
Margate City city,Atlantic,2016,3712839.00,1007870.00,NDA,NDA,4720709.00
Margate City city,Atlantic,2017,3828601.00,1051043.00,NDA,NDA,4879644.00
Margate City city,Atlantic,2018,4707138.00,1027896.00,NDA,NDA,5735034.00
Margate City city,Atlantic,2019,4142661.00,918551.00,NDA,NDA,5061212.00
Margate City city,Atlantic,2020,3787134.00,833819.00,NDA,NDA,4620953.00
Margate City city,Atlantic,2021,4218154.00,906508.00,NDA,NDA,5124662.00
Marlboro township,Monmouth,2015,16518750.00,2806345.00,CWC,NDA,19325095.00
Marlboro township,Monmouth,2016,14089892.00,2500258.00,CWC,NDA,16590150.00
Marlboro township,Monmouth,2017,13938218.00,2485655.00,CWC,NDA,16423873.00
Marlboro township,Monmouth,2018,17337464.00,3170269.00,CWC,NDA,20507733.00
Marlboro township,Monmouth,2019,16038514.00,2939688.00,CWC,NDA,18978202.00
Marlboro township,Monmouth,2020,16422738.00,2622356.00,CWC,NDA,19045094.00
Marlboro township,Monmouth,2021,15687564.00,2852635.00,CWC,NDA,18540199.00
Matawan borough,Monmouth,2015,3363549.00,1780989.00,CWC,NDA,5144538.00
Matawan borough,Monmouth,2016,2076679.00,1477239.00,CWC,NDA,3553918.00
Matawan borough,Monmouth,2017,2245958.00,1546000.00,CWC,NDA,3791958.00
Matawan borough,Monmouth,2018,2541710.00,1684636.00,CWC,NDA,4226346.00
Matawan borough,Monmouth,2019,2463206.00,1599562.00,CWC,NDA,4062768.00
Matawan borough,Monmouth,2020,2252700.00,1411587.00,CWC,NDA,3664287.00
Matawan borough,Monmouth,2021,2365308.00,1471305.00,CWC,NDA,3836613.00
Maurice River township,Cumberland,2015,360393.00,513955.00,3636.00,NDA,877983.00
Maurice River township,Cumberland,2016,306314.00,585141.00,2862.00,NDA,894317.00
Maurice River township,Cumberland,2017,304348.00,713063.00,3047.00,NDA,1020458.00
Maurice River township,Cumberland,2018,351121.00,621914.00,4055.00,NDA,977090.00
Maurice River township,Cumberland,2019,347854.00,641589.00,3557.00,NDA,993000.00
