muni,county,year,resgas,commgas,indusgas,streetgas,totgas
Maurice River township,Cumberland,2020,300028.00,603822.00,2859.00,NDA,906709.00
Maurice River township,Cumberland,2021,346994.00,625091.00,3266.00,NDA,975351.00
Maywood borough,Bergen,2015,3045244.00,1325369.00,2490836.00,NDA,6861450.00
Maywood borough,Bergen,2016,2728132.00,1252115.00,1998085.00,NDA,5978332.00
Maywood borough,Bergen,2017,2763921.00,1280744.00,1998123.00,NDA,6042788.00
Maywood borough,Bergen,2018,3045508.00,1417928.00,1945699.00,NDA,6409135.00
Maywood borough,Bergen,2019,2924496.00,1393055.00,1842374.00,NDA,6159924.00
Maywood borough,Bergen,2020,2692407.00,1156742.00,1702667.00,NDA,5551815.00
Maywood borough,Bergen,2021,2827813.00,1216913.00,1556139.00,NDA,5600865.00
Medford Lakes borough,Burlington,2015,6639223.00,1560648.00,5567.00,NDA,8205439.00
Medford Lakes borough,Burlington,2016,5806994.00,1439337.00,3676.00,NDA,7250007.00
Medford Lakes borough,Burlington,2017,6045785.00,1584208.00,5202.00,NDA,7635195.00
Medford Lakes borough,Burlington,2018,6510515.00,1735370.00,4260.00,NDA,8250145.00
Medford Lakes borough,Burlington,2019,6468890.00,1694619.00,NDA,NDA,8163508.00
Medford Lakes borough,Burlington,2020,6061350.00,1471475.00,NDA,NDA,7532825.00
Medford Lakes borough,Burlington,2021,6602518.00,1655380.00,NDA,NDA,8257898.00
Medford township,Burlington,2015,2789557.00,1021289.00,NDA,NDA,3810846.00
Medford township,Burlington,2016,2428489.00,976507.00,NDA,NDA,3404996.00
Medford township,Burlington,2017,2594900.00,1109357.00,NDA,NDA,3704257.00
Medford township,Burlington,2018,3028120.00,1235644.00,NDA,NDA,4263764.00
Medford township,Burlington,2019,2859946.00,1154752.00,NDA,NDA,4014699.00
Medford township,Burlington,2020,2667551.00,961387.00,NDA,NDA,3628938.00
Medford township,Burlington,2021,2925240.00,1068530.00,NDA,NDA,3993770.00
Mendham borough,Morris,2015,2896178.00,531348.00,1438.00,NDA,3428964.00
Mendham borough,Morris,2016,2643839.00,516503.00,1356.00,NDA,3161698.00
Mendham borough,Morris,2017,2628391.00,520095.00,1298.00,NDA,3149783.00
Mendham borough,Morris,2018,2990597.00,637514.00,NDA,NDA,3628111.00
Mendham borough,Morris,2019,2908051.00,634968.00,1373.00,NDA,3544392.00
Mendham borough,Morris,2020,2708345.00,502678.00,1210.00,NDA,3212233.00
Mendham borough,Morris,2021,2805393.00,545934.00,1404.00,NDA,3352732.00
Mendham township,Morris,2015,3927573.00,366853.00,1388.00,NDA,4295815.00
Mendham township,Morris,2016,3623488.00,354479.00,1213.00,NDA,3979179.00
Mendham township,Morris,2017,3653276.00,250369.00,1337.00,NDA,3904983.00
Mendham township,Morris,2018,4121660.00,331564.00,1551.00,NDA,4454775.00
Mendham township,Morris,2019,3918216.00,328320.00,1447.00,NDA,4247983.00
Mendham township,Morris,2020,3742723.00,265580.00,1270.00,NDA,4009574.00
Mendham township,Morris,2021,3871425.00,260742.00,1312.00,NDA,4133480.00
Merchantville borough,Camden,2015,1261361.00,476409.00,7025.00,NDA,1744795.00
Merchantville borough,Camden,2016,1107269.00,416456.00,5794.00,NDA,1529519.00
Merchantville borough,Camden,2017,1119052.00,437734.00,6233.00,NDA,1563019.00
Merchantville borough,Camden,2018,1286690.00,498937.00,4366.00,NDA,1789993.00
Merchantville borough,Camden,2019,1203939.00,449244.00,2982.00,NDA,1656165.00
Merchantville borough,Camden,2020,1079292.00,393953.00,3553.00,NDA,1476798.00
Merchantville borough,Camden,2021,1183799.00,429918.00,2133.00,NDA,1615850.00
Metuchen borough,Middlesex,2015,4470549.00,1454651.00,NDA,NDA,5925200.00
Metuchen borough,Middlesex,2016,4751542.00,1569427.00,NDA,NDA,6320969.00
Metuchen borough,Middlesex,2017,4905005.00,1743998.00,NDA,NDA,6649003.00
Metuchen borough,Middlesex,2018,5565597.00,2362221.00,NDA,NDA,7927818.00
Metuchen borough,Middlesex,2019,5193108.00,2141634.00,NDA,NDA,7334742.00
Metuchen borough,Middlesex,2020,7947512.00,2634200.00,2588719.00,NDA,13170432.00
Metuchen borough,Middlesex,2021,9846900.00,3384353.00,3635545.00,NDA,16866799.00
Middle township,Cape May,2015,4292161.00,2514947.00,14010.00,NDA,6821118.00
Middle township,Cape May,2016,3872924.00,2432831.00,11307.00,NDA,6317062.00
Middle township,Cape May,2017,3835086.00,2421671.00,9748.00,NDA,6266504.00
Middle township,Cape May,2018,4770914.00,2783190.00,12759.00,NDA,7566863.00
Middle township,Cape May,2019,4485118.00,2622393.00,10322.00,NDA,7117834.00
Middle township,Cape May,2020,4095636.00,2325546.00,6956.00,NDA,6428138.00
Middle township,Cape May,2021,4484841.00,2573260.00,3369.00,NDA,7061469.00
Middlesex borough,Middlesex,2015,4035584.00,3198803.00,438893.00,NDA,7673281.00
Middlesex borough,Middlesex,2016,3558830.00,2757606.00,357558.00,NDA,6673994.00
Middlesex borough,Middlesex,2017,3696495.00,2921334.00,423738.00,NDA,7041568.00
Middlesex borough,Middlesex,2018,4131166.00,3043200.00,634810.00,NDA,7809176.00
Middlesex borough,Middlesex,2019,3846481.00,3249960.00,670277.00,NDA,7766718.00
Middlesex borough,Middlesex,2020,3545463.00,2631395.00,616478.00,NDA,6793336.00
Middlesex borough,Middlesex,2021,3770442.00,2708469.00,623745.00,NDA,7102655.00
Middletown township,Monmouth,2015,22595483.00,4589366.00,CWC,NDA,27184849.00
Middletown township,Monmouth,2016,19906694.00,5435096.00,CWC,NDA,25341790.00
Middletown township,Monmouth,2017,20714558.00,5716888.00,CWC,NDA,26431446.00
Middletown township,Monmouth,2018,23951158.00,6510602.00,CWC,NDA,30461760.00
Middletown township,Monmouth,2019,22795531.00,6187622.00,CWC,NDA,28983153.00
Middletown township,Monmouth,2020,710947.00,274323.00,CWC,NDA,985270.00
Middletown township,Monmouth,2021,783922.00,306297.00,CWC,NDA,1090219.00
Midland Park borough,Bergen,2015,2856280.00,1042826.00,49228.00,NDA,3948334.00
Midland Park borough,Bergen,2016,2603382.00,896613.00,43088.00,NDA,3543083.00
Midland Park borough,Bergen,2017,2616494.00,895437.00,44572.00,NDA,3556503.00
Midland Park borough,Bergen,2018,2906733.00,1025514.00,47764.00,NDA,3980011.00
Midland Park borough,Bergen,2019,2790557.00,1032805.00,25495.00,NDA,3848857.00
Midland Park borough,Bergen,2020,2601586.00,911529.00,23994.00,NDA,3537109.00
Midland Park borough,Bergen,2021,2644273.00,990727.00,23243.00,NDA,3658243.00
Milford borough,Hunterdon,2015,5119.00,2328.00,NDA,NDA,7447.00
Milford borough,Hunterdon,2016,5249.00,2738.00,NDA,NDA,7986.00
Milford borough,Hunterdon,2017,5499.00,5220.00,NDA,NDA,10719.00
Milford borough,Hunterdon,2018,7566.00,7092.00,NDA,NDA,14658.00
Milford borough,Hunterdon,2019,9404.00,6996.00,NDA,NDA,16400.00
Milford borough,Hunterdon,2020,13134.00,8979.00,1166615.00,NDA,1188728.00
Milford borough,Hunterdon,2021,27607.00,11365.00,1694261.00,NDA,1733233.00
Millburn township,Essex,2015,11933026.00,3348801.00,22599.00,NDA,15304427.00
Millburn township,Essex,2016,9870867.00,2861503.00,17740.00,NDA,12750109.00
Millburn township,Essex,2017,10555511.00,3162332.00,24114.00,NDA,13741957.00
Millburn township,Essex,2018,11839237.00,3402478.00,28351.00,NDA,15270067.00
Millburn township,Essex,2019,11367633.00,3169485.00,28244.00,NDA,14565362.00
Millburn township,Essex,2020,10572403.00,2632781.00,29982.00,NDA,13235167.00
Millburn township,Essex,2021,11056463.00,2921695.00,33160.00,NDA,14011318.00
Millstone borough,Somerset,2015,163527.00,24886.00,2034.00,NDA,190446.00
Millstone borough,Somerset,2016,147200.00,20964.00,5198.00,NDA,173362.00
Millstone borough,Somerset,2017,155130.00,17839.00,5031.00,NDA,178001.00
Millstone borough,Somerset,2018,169802.00,21734.00,6728.00,NDA,198264.00
Millstone borough,Somerset,2019,173500.00,20917.00,5194.00,NDA,199611.00
Millstone borough,Somerset,2020,152212.00,17990.00,3987.00,NDA,174189.00
Millstone borough,Somerset,2021,156100.00,20902.00,4469.00,NDA,181471.00
Millstone township,Monmouth,2015,4643888.00,1553140.00,NDA,NDA,6197028.00
Millstone township,Monmouth,2016,4416049.00,1321818.00,NDA,NDA,5737867.00
Millstone township,Monmouth,2017,4543020.00,1742924.00,NDA,NDA,6285944.00
Millstone township,Monmouth,2018,4971654.00,1665598.00,28149.00,NDA,6665401.00
Millstone township,Monmouth,2019,4822956.00,1682501.00,48302.00,NDA,6553759.00
Millstone township,Monmouth,2020,4602936.00,1483148.00,38211.00,NDA,6124295.00
Millstone township,Monmouth,2021,4708801.00,1567639.00,32959.00,NDA,6309399.00
Milltown borough,Middlesex,2015,2561573.00,645665.00,51635.00,NDA,3258873.00
Milltown borough,Middlesex,2016,2256347.00,538010.00,55763.00,NDA,2850120.00
Milltown borough,Middlesex,2017,2280002.00,545226.00,51817.00,NDA,2877046.00
Milltown borough,Middlesex,2018,2595821.00,673573.00,58842.00,NDA,3328236.00
Milltown borough,Middlesex,2019,2440030.00,675323.00,56342.00,NDA,3171695.00
Milltown borough,Middlesex,2020,2248181.00,588361.00,35938.00,NDA,2872480.00
Milltown borough,Middlesex,2021,2328037.00,621984.00,26706.00,NDA,2976727.00
Millville city,Cumberland,2015,6077969.00,6103210.00,36279714.00,NDA,48460894.00
Millville city,Cumberland,2016,5034947.00,4831945.00,40952582.00,NDA,50819473.00
Millville city,Cumberland,2017,5127343.00,4862437.00,44081625.00,NDA,54071405.00
Millville city,Cumberland,2018,6015371.00,5514798.00,48940367.00,NDA,60470536.00
Millville city,Cumberland,2019,5562739.00,5144771.00,31242150.00,NDA,41949659.00
Millville city,Cumberland,2020,5359384.00,4462241.00,27188290.00,NDA,37009915.00
Millville city,Cumberland,2021,5775622.00,4956524.00,27164471.00,NDA,37896617.00
Mine Hill township,Morris,2015,688602.00,306363.00,CWC,NDA,994965.00
Mine Hill township,Morris,2016,632512.00,271099.00,CWC,NDA,903611.00
Mine Hill township,Morris,2017,658632.00,247097.00,CWC,NDA,905729.00
Mine Hill township,Morris,2018,761657.00,281139.00,CWC,NDA,1042796.00
Mine Hill township,Morris,2019,825422.00,249821.00,CWC,NDA,1075243.00
Mine Hill township,Morris,2020,720696.00,189905.00,CWC,NDA,910601.00
Mine Hill township,Morris,2021,811530.00,202950.00,CWC,NDA,1014480.00
Monmouth Beach borough,Monmouth,2015,1503156.00,395821.00,CWC,NDA,1898977.00
Monmouth Beach borough,Monmouth,2016,1291399.00,366909.00,CWC,NDA,1658308.00
Monmouth Beach borough,Monmouth,2017,1380244.00,396690.00,CWC,NDA,1776934.00
Monmouth Beach borough,Monmouth,2018,1567171.00,427037.00,CWC,NDA,1994208.00
Monmouth Beach borough,Monmouth,2019,1465724.00,394257.00,CWC,NDA,1859981.00
Monmouth Beach borough,Monmouth,2020,1406496.00,352060.00,CWC,NDA,1758556.00
Monmouth Beach borough,Monmouth,2021,1441359.00,379808.00,CWC,NDA,1821167.00
Monroe township (Gloucester),Gloucester,2015,9452764.00,9491123.00,1075173.00,NDA,20019060.00
Monroe township (Gloucester),Gloucester,2016,7889002.00,8487037.00,930845.00,NDA,17306885.00
Monroe township (Gloucester),Gloucester,2017,7980971.00,7690900.00,882723.00,NDA,16554594.00
Monroe township (Gloucester),Gloucester,2018,9506261.00,8453850.00,1182988.00,NDA,19143099.00
Monroe township (Gloucester),Gloucester,2019,8855527.00,8539172.00,1108438.00,NDA,18503138.00
Monroe township (Gloucester),Gloucester,2020,8358685.00,7694430.00,1251746.00,NDA,17304861.00
Monroe township (Gloucester),Gloucester,2021,9042978.00,8225255.00,1483231.00,NDA,18751464.00
Monroe township (Middlesex),Middlesex,2015,15628364.00,4486439.00,89455.00,NDA,20204258.00
Monroe township (Middlesex),Middlesex,2016,14329208.00,3888595.00,69852.00,NDA,18287656.00
Monroe township (Middlesex),Middlesex,2017,14943014.00,4070919.00,78785.00,NDA,19092719.00
Monroe township (Middlesex),Middlesex,2018,17347814.00,4612213.00,84040.00,NDA,22044068.00
Monroe township (Middlesex),Middlesex,2019,16692678.00,4269903.00,95008.00,NDA,21057590.00
Monroe township (Middlesex),Middlesex,2020,24178587.00,5794103.00,76705.00,NDA,30049395.00
Monroe township (Middlesex),Middlesex,2021,25319885.00,6739106.00,90917.00,NDA,32149908.00
Montague township,Sussex,2015,NDA,NDA,NDA,NDA,0.00
Montague township,Sussex,2016,NDA,NDA,NDA,NDA,0.00
Montague township,Sussex,2017,NDA,NDA,NDA,NDA,0.00
Montague township,Sussex,2018,NDA,NDA,NDA,NDA,0.00
Montague township,Sussex,2019,NDA,NDA,NDA,NDA,0.00
Montague township,Sussex,2020,NDA,NDA,NDA,NDA,0.00
Montague township,Sussex,2021,NDA,NDA,NDA,NDA,0.00
Montclair township,Essex,2015,16557162.00,6962274.00,96311.00,NDA,23615747.00
Montclair township,Essex,2016,13937203.00,6092723.00,72967.00,753.00,20103647.00
Montclair township,Essex,2017,14484787.00,6418736.00,77063.00,714.00,20981301.00
Montclair township,Essex,2018,16851987.00,7278094.00,94331.00,756.00,24225168.00
Montclair township,Essex,2019,15938819.00,6905190.00,86590.00,760.00,22931358.00
Montclair township,Essex,2020,14694265.00,6077307.00,68984.00,753.00,20841310.00
Montclair township,Essex,2021,15526592.00,6253776.00,70782.00,756.00,21851905.00
Montgomery township,Somerset,2015,8605659.00,2734409.00,330553.00,NDA,11670621.00
Montgomery township,Somerset,2016,7277401.00,2414658.00,306674.00,NDA,9998733.00
Montgomery township,Somerset,2017,7858759.00,2521845.00,321731.00,NDA,10702334.00
Montgomery township,Somerset,2018,8883474.00,2745676.00,353337.00,NDA,11982487.00
Montgomery township,Somerset,2019,8394844.00,2605211.00,329420.00,NDA,11329474.00
Montgomery township,Somerset,2020,7931554.00,2263949.00,348889.00,NDA,10544392.00
Montgomery township,Somerset,2021,8454298.00,2382362.00,357683.00,NDA,11194343.00
Montvale borough,Bergen,2015,3802149.00,3217383.00,53869.00,NDA,7073401.00
Montvale borough,Bergen,2016,3555353.00,2863258.00,48081.00,NDA,6466693.00
Montvale borough,Bergen,2017,3773114.00,3184857.00,49053.00,NDA,7007023.00
Montvale borough,Bergen,2018,3905014.00,3582660.00,56549.00,NDA,7544223.00
Montvale borough,Bergen,2019,3941011.00,3360818.00,54158.00,NDA,7355986.00
Montvale borough,Bergen,2020,3575363.00,2669593.00,41536.00,NDA,6286491.00
Montvale borough,Bergen,2021,3665550.00,2795941.00,45361.00,NDA,6506852.00
Montville township,Morris,2015,7963929.00,2775871.00,CWC + NDA,NDA,10739800.00
Montville township,Morris,2016,6801397.00,2413986.00,CWC + NDA,NDA,9215383.00
Montville township,Morris,2017,7474961.00,2580723.00,CWC + NDA,NDA,10055684.00
Montville township,Morris,2018,8472269.00,2986876.00,CWC + NDA,NDA,11459145.00
Montville township,Morris,2019,8000187.00,2728170.00,CWC + NDA,NDA,10728357.00
Montville township,Morris,2020,7746615.00,2434695.00,CWC + NDA,NDA,10181310.00
Montville township,Morris,2021,7959307.00,2597273.00,CWC + NDA,NDA,10556580.00
Moonachie borough,Bergen,2015,835961.00,3742443.00,1302846.00,NDA,5881250.00
Moonachie borough,Bergen,2016,692627.00,3084546.00,1084009.00,NDA,4861183.00
Moonachie borough,Bergen,2017,750818.00,3354616.00,1434327.00,NDA,5539761.00
Moonachie borough,Bergen,2018,829183.00,3664732.00,1439182.00,NDA,5933097.00
Moonachie borough,Bergen,2019,798788.00,3386688.00,1355036.00,NDA,5540512.00
Moonachie borough,Bergen,2020,723167.00,2960550.00,1275415.00,NDA,4959132.00
Moonachie borough,Bergen,2021,758148.00,2665904.00,1230072.00,NDA,4654124.00
Moorestown township,Burlington,2015,8331836.00,5316585.00,236729.00,NDA,13885150.00
Moorestown township,Burlington,2016,7590178.00,5002637.00,208966.00,16544.00,12818324.00
Moorestown township,Burlington,2017,7305975.00,5073188.00,235842.00,14647.00,12629651.00
Moorestown township,Burlington,2018,8747002.00,5699038.00,247731.00,5456.00,14699226.00
Moorestown township,Burlington,2019,8075890.00,5265550.00,320774.00,NDA,13662214.00
Moorestown township,Burlington,2020,7416575.00,4475061.00,275886.00,NDA,12167521.00
Moorestown township,Burlington,2021,7778855.00,4921716.00,287186.00,NDA,12987757.00
Morris Plains borough,Morris,2015,2427243.00,1783126.00,21849.00,NDA,4232218.00
Morris Plains borough,Morris,2016,2256942.00,1666036.00,11669.00,NDA,3934647.00
Morris Plains borough,Morris,2017,2221355.00,1760467.00,11876.00,NDA,3993698.00
Morris Plains borough,Morris,2018,2509872.00,1789995.00,12601.00,NDA,4312468.00
Morris Plains borough,Morris,2019,2446694.00,1604320.00,13056.00,NDA,4064070.00
Morris Plains borough,Morris,2020,2220114.00,1486811.00,12008.00,NDA,3718933.00
Morris Plains borough,Morris,2021,2273354.00,1296252.00,12661.00,NDA,3582267.00
Morris township,Morris,2015,9902064.00,3572332.00,2184980.00,NDA,15659376.00
Morris township,Morris,2016,8692852.00,2927376.00,1767109.00,17330.00,13404666.00
Morris township,Morris,2017,9154056.00,3028637.00,576351.00,15807.00,12774851.00
Morris township,Morris,2018,10309192.00,3458002.00,496233.00,18949.00,14282376.00
Morris township,Morris,2019,9824811.00,3081762.00,378319.00,15902.00,13300793.00
Morris township,Morris,2020,9222379.00,2624923.00,531113.00,17330.00,12395745.00
Morris township,Morris,2021,9415860.00,2699094.00,474441.00,17378.00,12606773.00
Morristown Town,Morris,2015,5170639.00,8947222.00,139967.00,NDA,14257828.00
Morristown Town,Morris,2016,4585482.00,8553117.00,109470.00,502.00,13248572.00
Morristown Town,Morris,2017,4759834.00,8291506.00,105709.00,504.00,13157553.00
Morristown Town,Morris,2018,5386094.00,9010567.00,112513.00,504.00,14509677.00
Morristown Town,Morris,2019,5093710.00,8877725.00,105141.00,504.00,14077080.00
Morristown Town,Morris,2020,4717076.00,7972242.00,88653.00,505.00,12778476.00
Morristown Town,Morris,2021,4772028.00,8016048.00,88394.00,504.00,12876974.00
Mount Arlington borough,Morris,2015,902502.00,409046.00,CWC,NDA,1311548.00
Mount Arlington borough,Morris,2016,899004.00,841824.00,CWC,NDA,1740828.00
Mount Arlington borough,Morris,2017,908106.00,948775.00,CWC,NDA,1856881.00
Mount Arlington borough,Morris,2018,1085875.00,974888.00,CWC,NDA,2060763.00
Mount Arlington borough,Morris,2019,1296139.00,1126362.00,CWC,NDA,2422501.00
Mount Arlington borough,Morris,2020,1006435.00,1011934.00,CWC,NDA,2018369.00
Mount Arlington borough,Morris,2021,1265271.00,1048278.00,CWC,NDA,2313549.00
Mount Ephraim borough,Camden,2015,1211563.00,345950.00,2963.00,NDA,1560475.00
Mount Ephraim borough,Camden,2016,1090337.00,345235.00,2709.00,NDA,1438281.00
Mount Ephraim borough,Camden,2017,1068004.00,341285.00,2449.00,NDA,1411738.00
Mount Ephraim borough,Camden,2018,1249178.00,375064.00,2988.00,NDA,1627229.00
Mount Ephraim borough,Camden,2019,1204068.00,367137.00,2907.00,NDA,1574113.00
Mount Ephraim borough,Camden,2020,1086133.00,318606.00,1810.00,NDA,1406549.00
Mount Ephraim borough,Camden,2021,1147091.00,332354.00,1913.00,NDA,1481358.00
Mount Holly township,Burlington,2015,2690731.00,1928532.00,72120.00,NDA,4691383.00
Mount Holly township,Burlington,2016,2317036.00,1680552.00,68425.00,NDA,4066013.00
Mount Holly township,Burlington,2017,2384546.00,1781468.00,63779.00,NDA,4229793.00
Mount Holly township,Burlington,2018,2764496.00,1984940.00,82466.00,NDA,4831903.00
Mount Holly township,Burlington,2019,2546917.00,2030485.00,91270.00,NDA,4668672.00
Mount Holly township,Burlington,2020,2408730.00,1774055.00,78408.00,NDA,4261194.00
Mount Holly township,Burlington,2021,2583598.00,1903787.00,80907.00,NDA,4568292.00
Mount Laurel township,Burlington,2015,11969162.00,6851922.00,101981.00,NDA,18923065.00
Mount Laurel township,Burlington,2016,10706566.00,6262419.00,91644.00,NDA,17060628.00
Mount Laurel township,Burlington,2017,10554153.00,6279162.00,96144.00,NDA,16929459.00
Mount Laurel township,Burlington,2018,12330631.00,6471007.00,760036.00,NDA,19561675.00
Mount Laurel township,Burlington,2019,11609526.00,6396465.00,908295.00,NDA,18914286.00
Mount Laurel township,Burlington,2020,10536077.00,5230961.00,882516.00,NDA,16649554.00
Mount Laurel township,Burlington,2021,11166005.00,5578155.00,887699.00,NDA,17631859.00
Mount Olive township,Morris,2015,5210453.00,6320757.00,CWC + NDA,NDA,11531210.00
