muni,county,year,elecutil,reselec,commelec,induselec,streetelec,totelec,gasutil
Fairview borough,Bergen,2018,PSEG,27993940.00,27112369.00,4436255.00,973708.00,60516272.00,PSEG
Fairview borough,Bergen,2019,PSEG,26716689.00,26036921.00,4183912.00,1070186.00,58007708.00,PSEG
Fairview borough,Bergen,2020,PSEG,28442584.00,24255126.00,3992354.00,1029277.00,57719341.00,PSEG
Fairview borough,Bergen,2021,PSEG,28445518.00,25401878.00,3802573.00,1019906.00,58669875.00,PSEG
Fanwood borough,Union,2015,PSEG,24222724.00,8279991.00,143501.00,363884.00,33010100.00,ETG
Fanwood borough,Union,2016,PSEG,24089257.00,6530000.00,149873.00,363791.00,31132921.00,ETG
Fanwood borough,Union,2017,PSEG,23473117.00,6475047.00,156540.00,382732.00,30487436.00,ETG
Fanwood borough,Union,2018,PSEG,24246454.00,6783824.00,176482.00,403927.00,31610687.00,ETG
Fanwood borough,Union,2019,PSEG,23446349.00,6681335.00,186205.00,368383.00,30682272.00,ETG
Fanwood borough,Union,2020,PSEG,24562437.00,5958664.00,202193.00,371295.00,31094589.00,ETG
Fanwood borough,Union,2021,PSEG,24523190.00,6129874.00,241967.00,379164.00,31274195.00,ETG
Far Hills borough,Somerset,2015,JCPL,7821899.00,3683894.00,NDA,24432.00,11530225.00,PSEG
Far Hills borough,Somerset,2016,JCPL,NDA,NDA,NDA,NDA,NDA,PSEG
Far Hills borough,Somerset,2017,JCPL,NDA,NDA,NDA,NDA,NDA,PSEG
Far Hills borough,Somerset,2018,JCPL,7857575.00,3346655.00,NDA,24432.00,11228662.00,PSEG
Far Hills borough,Somerset,2019,JCPL,7468446.00,3009764.00,NDA,24432.00,10502642.00,PSEG
Far Hills borough,Somerset,2020,JCPL,7567188.00,2459780.00,NDA,24432.00,10051400.00,PSEG
Far Hills borough,Somerset,2021,JCPL,7943582.00,2676157.00,NDA,24432.00,10644171.00,PSEG
Farmingdale borough,Monmouth,2015,JCPL,5501494.00,6673187.00,76039.00,56760.00,12307480.00,NJNG
Farmingdale borough,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Farmingdale borough,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Farmingdale borough,Monmouth,2018,JCPL,5631628.00,6176791.00,80806.00,63144.00,11952369.00,NJNG
Farmingdale borough,Monmouth,2019,JCPL,5443355.00,5973060.00,75681.00,66336.00,11558432.00,NJNG
Farmingdale borough,Monmouth,2020,JCPL,5562784.00,5900381.00,80075.00,66336.00,11609576.00,NJNG
Farmingdale borough,Monmouth,2021,JCPL,5776145.00,6518153.00,79223.00,66336.00,12439857.00,NJNG
Fieldsboro borough,Burlington,2015,PSEG,2013705.00,822050.00,15401295.00,64027.00,18301077.00,PSEG
Fieldsboro borough,Burlington,2016,PSEG,1984591.00,788312.00,15832806.00,63996.00,18669705.00,PSEG
Fieldsboro borough,Burlington,2017,PSEG,1906345.00,803533.00,14334043.00,64022.00,17107943.00,PSEG
Fieldsboro borough,Burlington,2018,PSEG,2084683.00,849401.00,14239373.00,65004.00,17238461.00,PSEG
Fieldsboro borough,Burlington,2019,PSEG,1940174.00,858395.00,15229945.00,65144.00,18093658.00,PSEG
Fieldsboro borough,Burlington,2020,PSEG,1937601.00,804386.00,15764104.00,65538.00,18571629.00,PSEG
Fieldsboro borough,Burlington,2021,PSEG,2001409.00,864270.00,15594760.00,65642.00,18526081.00,PSEG
Flemington borough,Hunterdon,2015,JCPL,15380408.00,35534638.00,939378.00,191808.00,52046232.00,ETG
Flemington borough,Hunterdon,2016,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Flemington borough,Hunterdon,2017,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Flemington borough,Hunterdon,2018,JCPL,17203055.00,36958692.00,1023376.00,192312.00,55377435.00,ETG
Flemington borough,Hunterdon,2019,JCPL,15690917.00,33427340.00,919956.00,192312.00,50230525.00,ETG
Flemington borough,Hunterdon,2020,JCPL,16686354.00,29990261.00,869992.00,192312.00,47738919.00,ETG
Flemington borough,Hunterdon,2021,JCPL,17873181.00,31320533.00,669210.00,192312.00,50055236.00,ETG
Florence township,Burlington,2015,PSEG,43163959.00,57467713.00,20270513.00,688107.00,121590292.00,PSEG
Florence township,Burlington,2016,PSEG,42243923.00,60342518.00,19724861.00,695589.00,123006891.00,PSEG
Florence township,Burlington,2017,PSEG,39920931.00,66838714.00,19317225.00,716991.00,126793861.00,PSEG
Florence township,Burlington,2018,PSEG,42501936.00,66462985.00,20098460.00,707724.00,129771105.00,PSEG
Florence township,Burlington,2019,PSEG,40982167.00,61903701.00,20577870.00,711737.00,124175475.00,PSEG
Florence township,Burlington,2020,PSEG,41979936.00,60704714.00,19788879.00,720862.00,123194391.00,PSEG
Florence township,Burlington,2021,PSEG,42720689.00,71441417.00,15999587.00,719307.00,130881000.00,PSEG
Florham Park borough,Morris,2015,JCPL,46067595.00,136656998.00,24483126.00,550644.00,207758363.00,PSEG
Florham Park borough,Morris,2016,JCPL,NDA,NDA,NDA,NDA,NDA,PSEG
Florham Park borough,Morris,2017,JCPL,NDA,NDA,NDA,NDA,NDA,PSEG
Florham Park borough,Morris,2018,JCPL,43569510.00,145522672.00,16889063.00,552684.00,206533929.00,PSEG
Florham Park borough,Morris,2019,JCPL,42496755.00,145293688.00,15686476.00,553188.00,204030107.00,PSEG
Florham Park borough,Morris,2020,JCPL,44216199.00,127377027.00,18316271.00,553692.00,190463189.00,PSEG
Florham Park borough,Morris,2021,JCPL,45824556.00,131941919.00,13846443.00,553692.00,192166610.00,PSEG
Folsom borough,Atlantic,2015,ACE,4578456.00,5791792.00,2238346.00,67749.00,12676343.00,SJG
Folsom borough,Atlantic,2016,ACE,4383822.00,5440677.00,2133749.00,67302.00,12025550.00,SJG
Folsom borough,Atlantic,2017,ACE,4110174.00,5720582.00,1895815.00,67456.00,11794027.00,SJG
Folsom borough,Atlantic,2018,ACE,4407025.00,5916262.00,1906769.00,67389.00,12297445.00,SJG
Folsom borough,Atlantic,2019,ACE,4082735.00,4805729.00,1800481.00,66564.00,10755509.00,SJG
Folsom borough,Atlantic,2020,ACE,4042155.00,3931316.00,1693561.00,69695.00,9736727.00,SJG
Folsom borough,Atlantic,2021,ACE,4141572.00,3949650.00,1549792.00,70086.00,9711100.00,SJG
Fort Lee borough,Bergen,2015,PSEG,91092048.00,186089186.00,10018549.00,1729373.00,288929156.00,PSEG
Fort Lee borough,Bergen,2016,PSEG,90845024.00,176907556.00,10042757.00,1799882.00,279595219.00,PSEG
Fort Lee borough,Bergen,2017,PSEG,89796123.00,176764954.00,14261317.00,1787647.00,282610041.00,PSEG
Fort Lee borough,Bergen,2018,PSEG,96474812.00,184584083.00,9403076.00,1670754.00,292132725.00,PSEG
Fort Lee borough,Bergen,2019,PSEG,92630087.00,181176439.00,7759665.00,1653631.00,283219822.00,PSEG
Fort Lee borough,Bergen,2020,PSEG,96024894.00,171384826.00,7677066.00,1619458.00,276706244.00,PSEG
Fort Lee borough,Bergen,2021,PSEG,97959846.00,167463732.00,7162505.00,1638979.00,274225062.00,PSEG
Frankford township,Sussex,2015,JCPL,16324576.00,10963846.00,172137.00,20784.00,27481343.00,ETG
Frankford township,Sussex,2016,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Frankford township,Sussex,2017,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Frankford township,Sussex,2018,JCPL,17829211.00,11556497.00,195275.00,20784.00,29601767.00,ETG
Frankford township,Sussex,2019,JCPL,17430939.00,11681840.00,189723.00,20784.00,29323286.00,ETG
Frankford township,Sussex,2020,JCPL,17376794.00,10220340.00,177095.00,20784.00,27795013.00,ETG
Frankford township,Sussex,2021,JCPL,17996338.00,10652809.00,205752.00,20784.00,28875683.00,ETG
Franklin borough,Sussex,2015,JCPL,20179586.00,21737366.00,995343.00,142640.00,43054935.00,ETG
Franklin borough,Sussex,2016,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Franklin borough,Sussex,2017,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Franklin borough,Sussex,2018,JCPL,18657171.00,19940389.00,851561.00,142344.00,39591465.00,ETG
Franklin borough,Sussex,2019,JCPL,18255211.00,19890089.00,946454.00,142344.00,39234098.00,ETG
Franklin borough,Sussex,2020,JCPL,18509943.00,18504923.00,955593.00,136553.00,38107012.00,ETG
Franklin borough,Sussex,2021,JCPL,18872786.00,19514840.00,680813.00,135168.00,39203607.00,ETG
Franklin Lakes borough,Bergen,2015,RECO/PSEG,70384860.00,58607768.00,NDA,NDA,128992628.00,PSEG
Franklin Lakes borough,Bergen,2016,RECO/PSEG,70188627.00,NDA,NDA,NDA,70188627.00,PSEG
Franklin Lakes borough,Bergen,2017,RECO/PSEG,66155871.00,54224640.00,NDA,NDA,120380511.00,PSEG
Franklin Lakes borough,Bergen,2018,RECO/PSEG,69683749.00,55124631.00,NDA,141618.00,124949998.00,PSEG
Franklin Lakes borough,Bergen,2019,RECO/PSEG,66889191.00,51834460.00,NDA,139968.00,118863619.00,PSEG
Franklin Lakes borough,Bergen,2020,RECO/PSEG,70940789.00,44539162.00,NDA,141032.00,115620983.00,PSEG
Franklin Lakes borough,Bergen,2021,RECO/PSEG,71312354.00,45508930.00,NDA,141494.00,116962778.00,PSEG
Franklin township (Gloucester),Gloucester,2015,ACE,59887127.00,22510427.00,2884325.00,384355.00,85666234.00,SJG
Franklin township (Gloucester),Gloucester,2016,ACE,56587215.00,22170627.00,3135193.00,385220.00,82278255.00,SJG
Franklin township (Gloucester),Gloucester,2017,ACE,52979400.00,22363364.00,3087150.00,385934.00,78815848.00,SJG
Franklin township (Gloucester),Gloucester,2018,ACE,56278453.00,20717899.00,1644371.00,390823.00,79031546.00,SJG
Franklin township (Gloucester),Gloucester,2019,ACE,52958821.00,18850530.00,1964623.00,390489.00,74164463.00,SJG
Franklin township (Gloucester),Gloucester,2020,ACE,52926324.00,16552427.00,1706271.00,391096.00,71576118.00,SJG
Franklin township (Gloucester),Gloucester,2021,ACE,53889234.00,17201467.00,2077396.00,390295.00,73558392.00,SJG
Franklin township (Hunterdon),Hunterdon,2015,JCPL,15853563.00,15530026.00,32126.00,16644.00,31432359.00,ETG
Franklin township (Hunterdon),Hunterdon,2016,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Franklin township (Hunterdon),Hunterdon,2017,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Franklin township (Hunterdon),Hunterdon,2018,JCPL,16049324.00,15126567.00,27674.00,16644.00,31220209.00,ETG
Franklin township (Hunterdon),Hunterdon,2019,JCPL,15766233.00,14453435.00,32450.00,16644.00,30268762.00,ETG
Franklin township (Hunterdon),Hunterdon,2020,JCPL,16192125.00,13128968.00,31022.00,16644.00,29368759.00,ETG
Franklin township (Hunterdon),Hunterdon,2021,JCPL,16933815.00,14202637.00,28127.00,16644.00,31181223.00,ETG
Franklin township (Somerset),Somerset,2015,PSEG,198999214.00,509919419.00,94653831.00,4931257.00,808503721.00,PSEG
Franklin township (Somerset),Somerset,2016,PSEG,198229129.00,506425943.00,94930616.00,4933187.00,804518875.00,PSEG
Franklin township (Somerset),Somerset,2017,PSEG,188504560.00,514838617.00,99314675.00,4980682.00,807638534.00,PSEG
Franklin township (Somerset),Somerset,2018,PSEG,195703225.00,534752017.00,107353816.00,5144969.00,842954027.00,PSEG
Franklin township (Somerset),Somerset,2019,PSEG,191528365.00,538798296.00,108948826.00,5103472.00,844378959.00,PSEG
Franklin township (Somerset),Somerset,2020,PSEG,198418036.00,529832622.00,116131733.00,5174106.00,849556497.00,PSEG
Franklin township (Somerset),Somerset,2021,PSEG,201754012.00,535192445.00,121130613.00,5167649.00,863244719.00,PSEG
Franklin township (Warren),Warren,2015,JCPL,14273284.00,8322788.00,1274834.00,36768.00,23907674.00,ETG
Franklin township (Warren),Warren,2016,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Franklin township (Warren),Warren,2017,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Franklin township (Warren),Warren,2018,JCPL,13717704.00,8292370.00,1101592.00,36768.00,23148434.00,ETG
Franklin township (Warren),Warren,2019,JCPL,13494269.00,8359690.00,968664.00,36768.00,22859391.00,ETG
Franklin township (Warren),Warren,2020,JCPL,13736408.00,7943673.00,888931.00,36768.00,22605780.00,ETG
Franklin township (Warren),Warren,2021,JCPL,14225353.00,7894400.00,817113.00,36768.00,22973634.00,ETG
Fredon township,Sussex,2015,JCPL,15529369.00,3657091.00,1460304.00,NDA,20646764.00,ETG
Fredon township,Sussex,2016,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Fredon township,Sussex,2017,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Fredon township,Sussex,2018,JCPL,15437081.00,3841845.00,1252940.00,NDA,20531866.00,ETG
Fredon township,Sussex,2019,JCPL,14915730.00,3812706.00,940200.00,NDA,19668636.00,ETG
Fredon township,Sussex,2020,JCPL,15305172.00,3674239.00,870120.00,NDA,19849531.00,ETG
Fredon township,Sussex,2021,JCPL,15765075.00,3935162.00,1201320.00,NDA,20901557.00,ETG
Freehold borough,Monmouth,2015,JCPL,28574328.00,42828853.00,59424057.00,921293.00,131748531.00,NJNG
Freehold borough,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Freehold borough,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Freehold borough,Monmouth,2018,JCPL,30914161.00,44932673.00,52552881.00,885917.00,129285632.00,NJNG
Freehold borough,Monmouth,2019,JCPL,28878447.00,44455932.00,52090479.00,905502.00,126330360.00,NJNG
Freehold borough,Monmouth,2020,JCPL,28428008.00,39591423.00,54731812.00,905964.00,123657207.00,NJNG
Freehold borough,Monmouth,2021,JCPL,29974432.00,40942514.00,57623252.00,905964.00,129446162.00,NJNG
Freehold township,Monmouth,2015,JCPL,140807249.00,222992757.00,27407758.00,1196076.00,392403840.00,NJNG
Freehold township,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Freehold township,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Freehold township,Monmouth,2018,JCPL,139193742.00,202599247.00,32510939.00,1188697.00,375492625.00,NJNG
Freehold township,Monmouth,2019,JCPL,133476530.00,192907808.00,28486978.00,1221360.00,356092676.00,NJNG
Freehold township,Monmouth,2020,JCPL,136650955.00,165342768.00,24097990.00,1234911.00,327326624.00,NJNG
Freehold township,Monmouth,2021,JCPL,140546700.00,169541793.00,22698864.00,1235670.00,334023027.00,NJNG
Frelinghuysen township,Warren,2015,JCPL,10127376.00,2726537.00,676871.00,NDA,13530784.00,ETG
Frelinghuysen township,Warren,2016,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Frelinghuysen township,Warren,2017,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Frelinghuysen township,Warren,2018,JCPL,10114913.00,2714540.00,755310.00,NDA,13584763.00,ETG
Frelinghuysen township,Warren,2019,JCPL,9730749.00,2738705.00,758037.00,NDA,13227491.00,ETG
Frelinghuysen township,Warren,2020,JCPL,9844435.00,2514336.00,741550.00,NDA,13100321.00,ETG
Frelinghuysen township,Warren,2021,JCPL,10260334.00,2507886.00,790011.00,NDA,13558231.00,ETG
Frenchtown borough,Hunterdon,2015,JCPL,6292627.00,4118905.00,727633.00,60006.00,11199171.00,ETG
Frenchtown borough,Hunterdon,2016,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Frenchtown borough,Hunterdon,2017,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Frenchtown borough,Hunterdon,2018,JCPL,6190169.00,3905800.00,446593.00,51528.00,10594090.00,ETG
Frenchtown borough,Hunterdon,2019,JCPL,6048117.00,3683416.00,473898.00,51528.00,10256959.00,ETG
Frenchtown borough,Hunterdon,2020,JCPL,6160017.00,3409975.00,480560.00,51528.00,10102080.00,ETG
Frenchtown borough,Hunterdon,2021,JCPL,6375115.00,3786752.00,494547.00,51528.00,10707942.00,ETG
Galloway township,Atlantic,2015,ACE,123763842.00,199845408.00,927065.00,569980.00,325106295.00,SJG
Galloway township,Atlantic,2016,ACE,116873442.00,191760549.00,784343.00,591105.00,310009439.00,SJG
Galloway township,Atlantic,2017,ACE,108187963.00,186921847.00,772316.00,611879.00,296494005.00,SJG
Galloway township,Atlantic,2018,ACE,114930756.00,193276383.00,710873.00,625643.00,309543655.00,SJG
Galloway township,Atlantic,2019,ACE,108857203.00,198244369.00,651079.00,644446.00,308397097.00,SJG
Galloway township,Atlantic,2020,ACE,109337034.00,153716354.00,563888.00,631660.00,264248936.00,SJG
Galloway township,Atlantic,2021,ACE,109731864.00,197055815.00,535327.00,633412.00,307956418.00,SJG
Garfield city,Bergen,2015,PSEG,65497517.00,50821726.00,19611422.00,1194091.00,137124756.00,PSEG
Garfield city,Bergen,2016,PSEG,65980097.00,49761088.00,19166444.00,1264738.00,136172367.00,PSEG
Garfield city,Bergen,2017,PSEG,62779413.00,49439937.00,19240172.00,1290577.00,132750099.00,PSEG
Garfield city,Bergen,2018,PSEG,66502849.00,51536408.00,21998282.00,1285366.00,141322905.00,PSEG
Garfield city,Bergen,2019,PSEG,63563960.00,48016232.00,18310244.00,1343719.00,131234155.00,PSEG
Garfield city,Bergen,2020,PSEG,66340735.00,41740397.00,17500675.00,1417609.00,126999416.00,PSEG
Garfield city,Bergen,2021,PSEG,66180588.00,42002724.00,15718516.00,1372603.00,125274431.00,PSEG
Garwood borough,Union,2015,PSEG,13004198.00,23076915.00,2297036.00,304861.00,38683010.00,ETG
Garwood borough,Union,2016,PSEG,12925393.00,21017795.00,2180919.00,294280.00,36418387.00,ETG
Garwood borough,Union,2017,PSEG,13180139.00,18888999.00,2466570.00,273940.00,34809648.00,ETG
Garwood borough,Union,2018,PSEG,13080246.00,16709056.00,2884206.00,311941.00,32985449.00,ETG
Garwood borough,Union,2019,PSEG,12428651.00,15629839.00,2950670.00,288873.00,31298033.00,ETG
Garwood borough,Union,2020,PSEG,12873624.00,13913017.00,2463973.00,318909.00,29569523.00,ETG
Garwood borough,Union,2021,PSEG,13109512.00,14720680.00,2469949.00,317458.00,30617599.00,ETG
Gibbsboro borough,Camden,2015,ACE,8827744.00,14763134.00,877083.00,156212.00,24624173.00,SJG
Gibbsboro borough,Camden,2016,ACE,8505378.00,13019896.00,869910.00,157378.00,22552562.00,SJG
Gibbsboro borough,Camden,2017,ACE,7907002.00,13578544.00,469546.00,157418.00,22112510.00,SJG
Gibbsboro borough,Camden,2018,ACE,8276489.00,14862708.00,205901.00,157427.00,23502525.00,SJG
Gibbsboro borough,Camden,2019,ACE,7740900.00,14307973.00,200976.00,157505.00,22407354.00,SJG
Gibbsboro borough,Camden,2020,ACE,8142819.00,12934596.00,196492.00,157416.00,21431323.00,SJG
Gibbsboro borough,Camden,2021,ACE,8270337.00,12180678.00,198363.00,157384.00,20806762.00,SJG
Glassboro borough,Gloucester,2015,ACE,60054795.00,80924438.00,990355.00,711480.00,142681068.00,SJG
Glassboro borough,Gloucester,2016,ACE,59817624.00,86488079.00,699232.00,736095.00,147741030.00,SJG
Glassboro borough,Gloucester,2017,ACE,56267611.00,89731809.00,623288.00,739264.00,147361972.00,SJG
Glassboro borough,Gloucester,2018,ACE,59256299.00,98205488.00,720048.00,756253.00,158938088.00,SJG
Glassboro borough,Gloucester,2019,ACE,55578104.00,89645727.00,609316.00,754064.00,146587211.00,SJG
Glassboro borough,Gloucester,2020,ACE,57372803.00,93790674.00,537979.00,766747.00,152468203.00,SJG
Glassboro borough,Gloucester,2021,ACE,58423071.00,107549620.00,627445.00,751080.00,167351216.00,SJG
Glen Gardner borough,Hunterdon,2015,JCPL,6422378.00,1275966.00,1183054.00,54564.00,8935962.00,ETG
Glen Gardner borough,Hunterdon,2016,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Glen Gardner borough,Hunterdon,2017,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Glen Gardner borough,Hunterdon,2018,JCPL,6325439.00,1252681.00,1194545.00,46572.00,8819237.00,ETG
Glen Gardner borough,Hunterdon,2019,JCPL,6170837.00,1185435.00,1166972.00,46572.00,8569816.00,ETG
Glen Gardner borough,Hunterdon,2020,JCPL,6337984.00,1154254.00,1427020.00,46572.00,8965830.00,ETG
Glen Gardner borough,Hunterdon,2021,JCPL,6452296.00,1262132.00,1351117.00,46572.00,9112117.00,ETG
Glen Ridge borough,Essex,2015,PSEG,26384708.00,29446665.00,NDA,254272.00,56085645.00,PSEG
Glen Ridge borough,Essex,2016,PSEG,26048147.00,28370596.00,NDA,265612.00,54684355.00,PSEG
Glen Ridge borough,Essex,2017,PSEG,24779177.00,28773306.00,NDA,267567.00,53820050.00,PSEG
Glen Ridge borough,Essex,2018,PSEG,26461028.00,26978411.00,NDA,278901.00,53718340.00,PSEG
Glen Ridge borough,Essex,2019,PSEG,24783776.00,26676519.00,NDA,263912.00,51724207.00,PSEG
Glen Ridge borough,Essex,2020,PSEG,26688598.00,27770327.00,NDA,263497.00,54722422.00,PSEG
Glen Ridge borough,Essex,2021,PSEG,27055943.00,28558738.00,NDA,253810.00,55868491.00,PSEG
Glen Rock borough,Bergen,2015,PSEG,42447563.00,25918756.00,1832292.00,745623.00,70944234.00,PSEG
Glen Rock borough,Bergen,2016,PSEG,41759231.00,23034843.00,1678771.00,747860.00,67220705.00,PSEG
Glen Rock borough,Bergen,2017,PSEG,39775070.00,22811985.00,642881.00,742869.00,63972805.00,PSEG
Glen Rock borough,Bergen,2018,PSEG,42217849.00,22997886.00,1040826.00,743625.00,67000186.00,PSEG
Glen Rock borough,Bergen,2019,PSEG,39927303.00,22147509.00,1094431.00,751772.00,63921015.00,PSEG
Glen Rock borough,Bergen,2020,PSEG,41931415.00,20120214.00,1196086.00,765856.00,64013571.00,PSEG
Glen Rock borough,Bergen,2021,PSEG,41489341.00,21487315.00,1305601.00,758674.00,65040931.00,PSEG
Gloucester City city,Camden,2015,PSEG,34068289.00,41274453.00,1337142.00,1146714.00,77826598.00,PSEG
Gloucester City city,Camden,2016,PSEG,33913199.00,37780382.00,1615740.00,1134811.00,74444132.00,PSEG
