muni,county,year,elecutil,reselec,commelec,induselec,streetelec,totelec,gasutil
Margate City city,Atlantic,2017,ACE,43496508.00,17706097.00,NDA,535884.00,61738489.00,SJG
Margate City city,Atlantic,2018,ACE,48233517.00,19865096.00,NDA,543125.00,68641738.00,SJG
Margate City city,Atlantic,2019,ACE,46606630.00,19116838.00,NDA,546429.00,66269897.00,SJG
Margate City city,Atlantic,2020,ACE,48433501.00,16569946.00,NDA,542657.00,65546104.00,SJG
Margate City city,Atlantic,2021,ACE,48554019.00,17780064.00,NDA,548152.00,66882235.00,SJG
Marlboro township,Monmouth,2015,JCPL,179284256.00,82605709.00,5383718.00,2325384.00,269599067.00,NJNG
Marlboro township,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Marlboro township,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Marlboro township,Monmouth,2018,JCPL,171098043.00,79169187.00,5801588.00,2343970.00,258412788.00,NJNG
Marlboro township,Monmouth,2019,JCPL,163358028.00,77581091.00,5274689.00,2342763.00,248556571.00,NJNG
Marlboro township,Monmouth,2020,JCPL,169580107.00,70898502.00,4348324.00,2342238.00,247169171.00,NJNG
Marlboro township,Monmouth,2021,JCPL,172460573.00,70490558.00,3742957.00,2342280.00,249036368.00,NJNG
Matawan borough,Monmouth,2015,JCPL,37264269.00,23924834.00,3806435.00,434091.00,65429629.00,NJNG
Matawan borough,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Matawan borough,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Matawan borough,Monmouth,2018,JCPL,37149974.00,23248536.00,3856952.00,431424.00,64686886.00,NJNG
Matawan borough,Monmouth,2019,JCPL,35870449.00,21775175.00,3866615.00,431424.00,61943663.00,NJNG
Matawan borough,Monmouth,2020,JCPL,36350135.00,20235711.00,3325402.00,429565.00,60340813.00,NJNG
Matawan borough,Monmouth,2021,JCPL,38120911.00,20394723.00,3950352.00,429396.00,62895382.00,NJNG
Maurice River township,Cumberland,2015,ACE,10662020.00,29987155.00,3309897.00,164669.00,44123741.00,SJG
Maurice River township,Cumberland,2016,ACE,9992359.00,28426743.00,3769222.00,165329.00,42353653.00,SJG
Maurice River township,Cumberland,2017,ACE,9206897.00,27614728.00,3820211.00,171461.00,40813297.00,SJG
Maurice River township,Cumberland,2018,ACE,9762090.00,27367047.00,3624472.00,174089.00,40927698.00,SJG
Maurice River township,Cumberland,2019,ACE,9419674.00,26674507.00,4389297.00,174114.00,40657592.00,SJG
Maurice River township,Cumberland,2020,ACE,9114905.00,25240085.00,3646549.00,174065.00,38175604.00,SJG
Maurice River township,Cumberland,2021,ACE,9605991.00,24317596.00,3340190.00,174088.00,37437865.00,SJG
Maywood borough,Bergen,2015,PSEG,27942064.00,27765216.00,6570350.00,558776.00,62836406.00,PSEG
Maywood borough,Bergen,2016,PSEG,27379364.00,27347060.00,5478012.00,574586.00,60779022.00,PSEG
Maywood borough,Bergen,2017,PSEG,25577340.00,25009511.00,5171603.00,600260.00,56358714.00,PSEG
Maywood borough,Bergen,2018,PSEG,27208491.00,24026616.00,5478146.00,575184.00,57288437.00,PSEG
Maywood borough,Bergen,2019,PSEG,25605812.00,24031025.00,5071499.00,599783.00,55308119.00,PSEG
Maywood borough,Bergen,2020,PSEG,26874402.00,21314331.00,4243512.00,594830.00,53027075.00,PSEG
Maywood borough,Bergen,2021,PSEG,26936694.00,23779198.00,3996337.00,598122.00,55310351.00,PSEG
Medford Lakes borough,Burlington,2015,PSEG,17250813.00,2822161.00,NDA,143690.00,20216664.00,SJG
Medford Lakes borough,Burlington,2016,PSEG,17167895.00,2709548.00,NDA,140721.00,20018164.00,SJG
Medford Lakes borough,Burlington,2017,PSEG,16562208.00,2645543.00,NDA,78376.00,19286127.00,SJG
Medford Lakes borough,Burlington,2018,PSEG,17528740.00,2734987.00,NDA,132604.00,20396331.00,SJG
Medford Lakes borough,Burlington,2019,PSEG,16860478.00,2899605.00,NDA,148566.00,19908649.00,SJG
Medford Lakes borough,Burlington,2020,PSEG,17111039.00,2631868.00,NDA,148452.00,19891359.00,SJG
Medford Lakes borough,Burlington,2021,PSEG,17316205.00,2817023.00,NDA,148461.00,20281689.00,SJG
Medford township,Burlington,2015,PSEG/ACE,109992617.00,65552723.00,1056429.00,1327767.00,178026593.00,PSEG/SJG
Medford township,Burlington,2016,PSEG/ACE,110443945.00,64242375.00,1002434.00,1279141.00,177059224.00,PSEG/SJG
Medford township,Burlington,2017,PSEG/ACE,103471373.00,63553432.00,987200.00,1002416.00,169022817.00,PSEG/SJG
Medford township,Burlington,2018,PSEG/ACE,106158753.00,62395198.00,2285158.00,1237313.00,172076422.00,PSEG/SJG
Medford township,Burlington,2019,PSEG/ACE,103186383.00,59905666.00,2074282.00,1318103.00,166484434.00,PSEG/SJG
Medford township,Burlington,2020,PSEG/ACE,104804688.00,53766673.00,2167606.00,1334576.00,162073543.00,PSEG/SJG
Medford township,Burlington,2021,PSEG/ACE,105453053.00,55073723.00,2231591.00,1345088.00,164103455.00,PSEG/SJG
Mendham borough,Morris,2015,JCPL,25687597.00,13881081.00,862882.00,115716.00,40547276.00,PSEG
Mendham borough,Morris,2016,JCPL,NDA,NDA,NDA,NDA,NDA,PSEG
Mendham borough,Morris,2017,JCPL,NDA,NDA,NDA,NDA,NDA,PSEG
Mendham borough,Morris,2018,JCPL,25249479.00,14128499.00,778293.00,115716.00,40271987.00,PSEG
Mendham borough,Morris,2019,JCPL,24194361.00,14043300.00,781328.00,115716.00,39134705.00,PSEG
Mendham borough,Morris,2020,JCPL,24784543.00,12972206.00,748334.00,116746.00,38621829.00,PSEG
Mendham borough,Morris,2021,JCPL,25433165.00,13068053.00,723022.00,116952.00,39341192.00,PSEG
Mendham township,Morris,2015,JCPL,39933987.00,4692793.00,983941.00,22152.00,45632873.00,PSEG
Mendham township,Morris,2016,JCPL,NDA,NDA,NDA,NDA,NDA,PSEG
Mendham township,Morris,2017,JCPL,NDA,NDA,NDA,NDA,NDA,PSEG
Mendham township,Morris,2018,JCPL,38953669.00,5331434.00,911720.00,22008.00,45218831.00,PSEG
Mendham township,Morris,2019,JCPL,37889805.00,4888959.00,932789.00,22008.00,43733561.00,PSEG
Mendham township,Morris,2020,JCPL,38530281.00,4673631.00,947925.00,22008.00,44173845.00,PSEG
Mendham township,Morris,2021,JCPL,39782093.00,4227126.00,979195.00,22008.00,45010422.00,PSEG
Merchantville borough,Camden,2015,PSEG,12722062.00,4916730.00,2106225.00,338993.00,20084010.00,PSEG
Merchantville borough,Camden,2016,PSEG,12578599.00,4673041.00,2177195.00,338532.00,19767367.00,PSEG
Merchantville borough,Camden,2017,PSEG,11997853.00,4584372.00,2246852.00,269594.00,19098671.00,PSEG
Merchantville borough,Camden,2018,PSEG,12805917.00,5281646.00,2259990.00,243806.00,20591359.00,PSEG
Merchantville borough,Camden,2019,PSEG,12411510.00,4598149.00,2002291.00,325073.00,19337023.00,PSEG
Merchantville borough,Camden,2020,PSEG,12723007.00,3555554.00,1968562.00,263338.00,18510461.00,PSEG
Merchantville borough,Camden,2021,PSEG,13103266.00,3633999.00,1735373.00,263214.00,18735852.00,PSEG
Metuchen borough,Middlesex,2015,PSEG,43808471.00,44969706.00,3045352.00,894210.00,92717739.00,ETG
Metuchen borough,Middlesex,2016,PSEG,43203824.00,45637731.00,2948222.00,951139.00,92740916.00,ETG
Metuchen borough,Middlesex,2017,PSEG,41136683.00,46981276.00,2666652.00,957085.00,91741696.00,ETG
Metuchen borough,Middlesex,2018,PSEG,44779530.00,51484905.00,2733540.00,987665.00,99985640.00,ETG
Metuchen borough,Middlesex,2019,PSEG,43345706.00,48014289.00,2422164.00,979481.00,94761640.00,ETG
Metuchen borough,Middlesex,2020,PSEG,45415449.00,42815496.00,2305572.00,1054181.00,91590698.00,ETG
Metuchen borough,Middlesex,2021,PSEG,46494851.00,41658974.00,2482176.00,984478.00,91620479.00,ETG
Middle township,Cape May,2015,ACE,90657630.00,118661097.00,751545.00,844799.00,210915071.00,SJG
Middle township,Cape May,2016,ACE,86533262.00,109662134.00,737965.00,875865.00,197809226.00,SJG
Middle township,Cape May,2017,ACE,80631093.00,107293609.00,762734.00,881786.00,189569222.00,SJG
Middle township,Cape May,2018,ACE,87779834.00,115280850.00,899528.00,886239.00,204846451.00,SJG
Middle township,Cape May,2019,ACE,83184060.00,110850336.00,883334.00,893630.00,195811360.00,SJG
Middle township,Cape May,2020,ACE,82574551.00,102602761.00,816169.00,909069.00,186902550.00,SJG
Middle township,Cape May,2021,ACE,84770891.00,107946697.00,805611.00,915871.00,194439070.00,SJG
Middlesex borough,Middlesex,2015,PSEG,40350605.00,49718075.00,11564296.00,884734.00,102517710.00,PSEG
Middlesex borough,Middlesex,2016,PSEG,39898967.00,48071107.00,8080640.00,820381.00,96871095.00,PSEG
Middlesex borough,Middlesex,2017,PSEG,37846337.00,47248178.00,8785231.00,682967.00,94562713.00,PSEG
Middlesex borough,Middlesex,2018,PSEG,40016316.00,44479278.00,9619979.00,711779.00,94827352.00,PSEG
Middlesex borough,Middlesex,2019,PSEG,38331383.00,44788928.00,8767748.00,751720.00,92639779.00,PSEG
Middlesex borough,Middlesex,2020,PSEG,39431986.00,41566022.00,7891623.00,760102.00,89649733.00,PSEG
Middlesex borough,Middlesex,2021,PSEG,39669233.00,42375815.00,8734162.00,772311.00,91551521.00,PSEG
Middletown township,Monmouth,2015,JCPL,277620020.00,314324616.00,17272450.00,3096366.00,612313452.00,NJNG
Middletown township,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Middletown township,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Middletown township,Monmouth,2018,JCPL,271411115.00,298717683.00,15680908.00,3074437.00,588884143.00,NJNG
Middletown township,Monmouth,2019,JCPL,264794396.00,289183055.00,15868167.00,3058794.00,572904412.00,NJNG
Middletown township,Monmouth,2020,JCPL,266446080.00,275785173.00,15207087.00,3055527.00,560493867.00,NJNG
Middletown township,Monmouth,2021,JCPL,276493188.00,296178455.00,14694572.00,3055716.00,590421931.00,NJNG
Midland Park borough,Bergen,2015,PSEG,22634601.00,20452700.00,1533198.00,522330.00,45142829.00,PSEG
Midland Park borough,Bergen,2016,PSEG,22625080.00,20491310.00,1164344.00,503324.00,44784058.00,PSEG
Midland Park borough,Bergen,2017,PSEG,21544800.00,19534164.00,665337.00,480618.00,42224919.00,PSEG
Midland Park borough,Bergen,2018,PSEG,22661846.00,19664428.00,801311.00,508060.00,43635645.00,PSEG
Midland Park borough,Bergen,2019,PSEG,21396947.00,18090802.00,833040.00,564084.00,40884873.00,PSEG
Midland Park borough,Bergen,2020,PSEG,22314782.00,16772717.00,776521.00,541641.00,40405661.00,PSEG
Midland Park borough,Bergen,2021,PSEG,22290567.00,17180506.00,698717.00,569060.00,40738850.00,PSEG
Milford borough,Hunterdon,2015,JCPL,6167844.00,2607074.00,409180.00,55296.00,9239394.00,ETG
Milford borough,Hunterdon,2016,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Milford borough,Hunterdon,2017,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Milford borough,Hunterdon,2018,JCPL,6259663.00,2619174.00,441494.00,55296.00,9375627.00,ETG
Milford borough,Hunterdon,2019,JCPL,6067231.00,2597084.00,437511.00,55296.00,9157122.00,ETG
Milford borough,Hunterdon,2020,JCPL,6244947.00,2400811.00,431965.00,55296.00,9133019.00,ETG
Milford borough,Hunterdon,2021,JCPL,6477755.00,2276086.00,427617.00,55296.00,9236754.00,ETG
Millburn township,Essex,2015,PSEG/JCPL,96665133.00,127072426.00,18728204.00,976067.00,243441830.00,PSEG
Millburn township,Essex,2016,PSEG/JCPL,131804.00,74032.00,NDA,16384.00,222220.00,PSEG
Millburn township,Essex,2017,PSEG/JCPL,128810.00,45216.00,NDA,16313.00,190339.00,PSEG
Millburn township,Essex,2018,PSEG/JCPL,100247964.00,113869346.00,15635404.00,970320.00,230723034.00,PSEG
Millburn township,Essex,2019,PSEG/JCPL,95348184.00,110888896.00,17681316.00,969539.00,224887935.00,PSEG
Millburn township,Essex,2020,PSEG/JCPL,98083755.00,94950970.00,18696952.00,970097.00,212701774.00,PSEG
Millburn township,Essex,2021,PSEG/JCPL,101381256.00,98534740.00,18013185.00,969997.00,218899178.00,PSEG
Millstone borough,Somerset,2015,PSEG,1634765.00,256388.00,15760.00,65845.00,1972758.00,PSEG
Millstone borough,Somerset,2016,PSEG,1634432.00,285057.00,31600.00,65675.00,2016764.00,PSEG
Millstone borough,Somerset,2017,PSEG,1596762.00,296377.00,30320.00,65665.00,1989124.00,PSEG
Millstone borough,Somerset,2018,PSEG,1737013.00,329848.00,32000.00,65685.00,2164546.00,PSEG
Millstone borough,Somerset,2019,PSEG,1717530.00,333733.00,28560.00,62503.00,2142326.00,PSEG
Millstone borough,Somerset,2020,PSEG,1690936.00,270105.00,22080.00,66019.00,2049140.00,PSEG
Millstone borough,Somerset,2021,PSEG,1756333.00,269493.00,14400.00,66212.00,2106438.00,PSEG
Millstone township,Monmouth,2015,JCPL,56629661.00,19608044.00,342080.00,346074.00,76925859.00,PSEG
Millstone township,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,PSEG
Millstone township,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,PSEG
Millstone township,Monmouth,2018,JCPL,57306855.00,18217773.00,253280.00,346260.00,76124168.00,PSEG
Millstone township,Monmouth,2019,JCPL,53988222.00,17442648.00,247647.00,346260.00,72024777.00,PSEG
Millstone township,Monmouth,2020,JCPL,54929010.00,16078901.00,258483.00,346260.00,71612654.00,PSEG
Millstone township,Monmouth,2021,JCPL,56867909.00,17274577.00,283540.00,346260.00,74772286.00,PSEG
Milltown borough,Middlesex,2015,MEU/PSEG,94856.00,NDA,NDA,NDA,94856.00,PSEG
Milltown borough,Middlesex,2016,MEU/PSEG,95597.00,NDA,NDA,NDA,95597.00,PSEG
Milltown borough,Middlesex,2017,MEU/PSEG,92563.00,NDA,NDA,NDA,92563.00,PSEG
Milltown borough,Middlesex,2018,MEU/PSEG,93463.00,NDA,NDA,NDA,93463.00,PSEG
Milltown borough,Middlesex,2019,MEU/PSEG,95683.00,NDA,NDA,NDA,95683.00,PSEG
Milltown borough,Middlesex,2020,MEU/PSEG,100942.00,NDA,NDA,NDA,100942.00,PSEG
Milltown borough,Middlesex,2021,MEU/PSEG,111941.00,NDA,NDA,NDA,111941.00,PSEG
Millville city,Cumberland,2015,ACE,120628128.00,101787158.00,142102044.00,1928327.00,366445657.00,SJG
Millville city,Cumberland,2016,ACE,113901087.00,100965983.00,135433508.00,1932349.00,352232927.00,SJG
Millville city,Cumberland,2017,ACE,107398262.00,99707676.00,141499519.00,1932474.00,350537931.00,SJG
Millville city,Cumberland,2018,ACE,112049958.00,100461324.00,144355610.00,1934158.00,358801050.00,SJG
Millville city,Cumberland,2019,ACE,107420521.00,97609120.00,138294917.00,1934743.00,345259301.00,SJG
Millville city,Cumberland,2020,ACE,108463232.00,90917290.00,135106013.00,1934845.00,336421380.00,SJG
Millville city,Cumberland,2021,ACE,110998333.00,95243190.00,135618705.00,1934471.00,343794699.00,SJG
Mine Hill township,Morris,2015,JCPL,13775653.00,4275966.00,552480.00,181542.00,18785641.00,NJNG
Mine Hill township,Morris,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Mine Hill township,Morris,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Mine Hill township,Morris,2018,JCPL,13463501.00,4515848.00,269120.00,180300.00,18428769.00,NJNG
Mine Hill township,Morris,2019,JCPL,13204212.00,4525834.00,268640.00,180300.00,18178986.00,NJNG
Mine Hill township,Morris,2020,JCPL,13528475.00,4308258.00,260320.00,180405.00,18277458.00,NJNG
Mine Hill township,Morris,2021,JCPL,13532594.00,4163914.00,528800.00,180552.00,18405860.00,NJNG
Monmouth Beach borough,Monmouth,2015,JCPL,20024897.00,6251276.00,6738075.00,199876.00,33214124.00,NJNG
Monmouth Beach borough,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Monmouth Beach borough,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Monmouth Beach borough,Monmouth,2018,JCPL,21453631.00,5757163.00,6968733.00,196338.00,34375865.00,NJNG
Monmouth Beach borough,Monmouth,2019,JCPL,20805779.00,5605159.00,6321536.00,196380.00,32928854.00,NJNG
Monmouth Beach borough,Monmouth,2020,JCPL,21118922.00,5384499.00,6305756.00,196380.00,33005557.00,NJNG
Monmouth Beach borough,Monmouth,2021,JCPL,22183672.00,5511864.00,6234745.00,196380.00,34126661.00,NJNG
Monroe township (Gloucester),Gloucester,2015,ACE,140122527.00,86231277.00,3431792.00,1012514.00,230798110.00,SJG
Monroe township (Gloucester),Gloucester,2016,ACE,133803021.00,78318315.00,3168811.00,1013784.00,216303931.00,SJG
Monroe township (Gloucester),Gloucester,2017,ACE,123469302.00,78869346.00,3294027.00,1016472.00,206649147.00,SJG
Monroe township (Gloucester),Gloucester,2018,ACE,129359696.00,78169178.00,3373568.00,1046558.00,211949000.00,SJG
Monroe township (Gloucester),Gloucester,2019,ACE,123495078.00,75652845.00,3290093.00,1061639.00,203499655.00,SJG
Monroe township (Gloucester),Gloucester,2020,ACE,124748972.00,66879436.00,2826551.00,1065159.00,195520118.00,SJG
Monroe township (Gloucester),Gloucester,2021,ACE,126524455.00,70983264.00,2004962.00,1065069.00,200577750.00,SJG
Monroe township (Middlesex),Middlesex,2015,JCPL,233500973.00,171428606.00,51467294.00,2903933.00,459300806.00,NJNG/PSEG
Monroe township (Middlesex),Middlesex,2016,JCPL,9812.00,1739888.00,84120.00,NDA,1833820.00,NJNG/PSEG
Monroe township (Middlesex),Middlesex,2017,JCPL,9047.00,1810219.00,3079.00,NDA,1822345.00,NJNG/PSEG
Monroe township (Middlesex),Middlesex,2018,JCPL,237177002.00,166255164.00,44439121.00,3044721.00,450916008.00,NJNG/PSEG
Monroe township (Middlesex),Middlesex,2019,JCPL,230475509.00,161614870.00,43934671.00,3067494.00,439092544.00,NJNG/PSEG
Monroe township (Middlesex),Middlesex,2020,JCPL,230216875.00,151029124.00,42807785.00,3041314.00,427095098.00,NJNG/PSEG
Monroe township (Middlesex),Middlesex,2021,JCPL,239176924.00,156644802.00,42576734.00,3018440.00,441416900.00,NJNG/PSEG
Montague township,Sussex,2015,RECO/JCPL,18394566.00,2256119.00,112098.00,41028.00,20803811.00,ETG
Montague township,Sussex,2016,RECO/JCPL,1988667.00,NDA,NDA,NDA,1988667.00,ETG
Montague township,Sussex,2017,RECO/JCPL,1959243.00,NDA,NDA,21639.00,1980882.00,ETG
Montague township,Sussex,2018,RECO/JCPL,21167406.00,5598920.00,139146.00,61906.00,26967378.00,ETG
Montague township,Sussex,2019,RECO/JCPL,18710428.00,5232558.00,116657.00,60822.00,24120465.00,ETG
Montague township,Sussex,2020,RECO/JCPL,19323541.00,4738744.00,117056.00,60376.00,24239717.00,ETG
Montague township,Sussex,2021,RECO/JCPL,20300509.00,4783959.00,137422.00,60352.00,25282242.00,ETG
Montclair township,Essex,2015,PSEG,123354616.00,91241567.00,4625870.00,2767466.00,221989519.00,PSEG
Montclair township,Essex,2016,PSEG,122456924.00,88918564.00,4512758.00,3200964.00,219089210.00,PSEG
Montclair township,Essex,2017,PSEG,116961423.00,85868459.00,4410296.00,2861823.00,210102001.00,PSEG
Montclair township,Essex,2018,PSEG,125199992.00,89778145.00,4783737.00,3019250.00,222781124.00,PSEG
Montclair township,Essex,2019,PSEG,119709863.00,86326602.00,4591673.00,2971343.00,213599481.00,PSEG
Montclair township,Essex,2020,PSEG,126151636.00,76316785.00,4231432.00,3012992.00,209712845.00,PSEG
Montclair township,Essex,2021,PSEG,128113099.00,78345115.00,3868485.00,2981379.00,213308078.00,PSEG
Montgomery township,Somerset,2015,PSEG,86576450.00,60552499.00,20179372.00,855245.00,168163566.00,PSEG
Montgomery township,Somerset,2016,PSEG,85507760.00,58607453.00,17646470.00,849500.00,162611183.00,PSEG
Montgomery township,Somerset,2017,PSEG,81172213.00,57245663.00,15781249.00,853175.00,155052300.00,PSEG
Montgomery township,Somerset,2018,PSEG,86077566.00,57875306.00,17291105.00,914471.00,162158448.00,PSEG
Montgomery township,Somerset,2019,PSEG,83155442.00,55206424.00,16531984.00,894846.00,155788696.00,PSEG
Montgomery township,Somerset,2020,PSEG,87398281.00,51436205.00,14183934.00,907638.00,153926058.00,PSEG
Montgomery township,Somerset,2021,PSEG,89431888.00,52821773.00,15377238.00,907294.00,158538193.00,PSEG
Montvale borough,Bergen,2015,RECO/PSEG,32821051.00,103059162.00,NDA,20604.00,135900817.00,PSEG
Montvale borough,Bergen,2016,RECO/PSEG,32678791.00,91024122.00,NDA,20604.00,123723517.00,PSEG
Montvale borough,Bergen,2017,RECO/PSEG,30891948.00,89119015.00,NDA,20604.00,120031567.00,PSEG
Montvale borough,Bergen,2018,RECO/PSEG,32642717.00,90134327.00,NDA,160387.00,122937431.00,PSEG
Montvale borough,Bergen,2019,RECO/PSEG,30778667.00,84272517.00,NDA,158553.00,115209737.00,PSEG
Montvale borough,Bergen,2020,RECO/PSEG,33095853.00,78328100.00,NDA,157151.00,111581104.00,PSEG
Montvale borough,Bergen,2021,RECO/PSEG,32343705.00,78652507.00,NDA,159466.00,111155678.00,PSEG
Montville township,Morris,2015,JCPL,96719675.00,79037263.00,20247285.00,887280.00,196891503.00,NJNG/PSEG
Montville township,Morris,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG/PSEG
Montville township,Morris,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG/PSEG
Montville township,Morris,2018,JCPL,94174294.00,80746591.00,17645096.00,812944.00,193378925.00,NJNG/PSEG
Montville township,Morris,2019,JCPL,90859418.00,86419851.00,17647950.00,863353.00,195790572.00,NJNG/PSEG
Montville township,Morris,2020,JCPL,93933433.00,80140781.00,17490121.00,861087.00,192425422.00,NJNG/PSEG
Montville township,Morris,2021,JCPL,94458742.00,80055462.00,17325984.00,860640.00,192700828.00,NJNG/PSEG
Moonachie borough,Bergen,2015,PSEG,8799350.00,52976994.00,18059397.00,244617.00,80080358.00,PSEG
Moonachie borough,Bergen,2016,PSEG,8462909.00,50818722.00,16494217.00,242285.00,76018133.00,PSEG
Moonachie borough,Bergen,2017,PSEG,8162983.00,50932343.00,16476376.00,220490.00,75792192.00,PSEG
Moonachie borough,Bergen,2018,PSEG,8784751.00,51800854.00,19095773.00,244151.00,79925529.00,PSEG
Moonachie borough,Bergen,2019,PSEG,8372319.00,43549845.00,20715472.00,250386.00,72888022.00,PSEG
Moonachie borough,Bergen,2020,PSEG,8452744.00,39861814.00,24155570.00,254378.00,72724506.00,PSEG
Moonachie borough,Bergen,2021,PSEG,8396131.00,40586720.00,22500021.00,255160.00,71738032.00,PSEG
Moorestown township,Burlington,2015,PSEG,97575942.00,151133204.00,89314387.00,1410442.00,339433975.00,PSEG
Moorestown township,Burlington,2016,PSEG,97263002.00,150029194.00,88628174.00,1381882.00,337302252.00,PSEG
Moorestown township,Burlington,2017,PSEG,90750159.00,147197676.00,90066136.00,1362980.00,329376951.00,PSEG
Moorestown township,Burlington,2018,PSEG,98675606.00,149967184.00,91938237.00,1421837.00,342002864.00,PSEG
Moorestown township,Burlington,2019,PSEG,93997183.00,145076832.00,94291774.00,1502877.00,334868666.00,PSEG
Moorestown township,Burlington,2020,PSEG,95403091.00,131146995.00,91790226.00,1435842.00,319776154.00,PSEG
Moorestown township,Burlington,2021,PSEG,95626470.00,134535533.00,93478174.00,1433110.00,325073287.00,PSEG
Morris Plains borough,Morris,2015,JCPL,20210866.00,56890514.00,24678173.00,279688.00,102059241.00,PSEG
Morris Plains borough,Morris,2016,JCPL,NDA,NDA,NDA,NDA,NDA,PSEG
Morris Plains borough,Morris,2017,JCPL,NDA,NDA,NDA,NDA,NDA,PSEG
Morris Plains borough,Morris,2018,JCPL,20647851.00,58075963.00,12828493.00,262857.00,91815164.00,PSEG
Morris Plains borough,Morris,2019,JCPL,20183658.00,58427300.00,9016784.00,263091.00,87890833.00,PSEG
Morris Plains borough,Morris,2020,JCPL,20745048.00,54423215.00,8209178.00,263616.00,83641057.00,PSEG
Morris Plains borough,Morris,2021,JCPL,21362098.00,54760849.00,7529060.00,263616.00,83915623.00,PSEG
Morris township,Morris,2015,JCPL,89090832.00,87966209.00,52792194.00,756072.00,230605307.00,PSEG
Morris township,Morris,2016,JCPL,NDA,NDA,NDA,NDA,NDA,PSEG
Morris township,Morris,2017,JCPL,NDA,NDA,NDA,NDA,NDA,PSEG
Morris township,Morris,2018,JCPL,87841544.00,85592038.00,15655139.00,754575.00,189843296.00,PSEG
Morris township,Morris,2019,JCPL,85406806.00,82282575.00,9296868.00,754827.00,177741076.00,PSEG
Morris township,Morris,2020,JCPL,87653597.00,74335303.00,6888893.00,755016.00,169632809.00,PSEG
Morris township,Morris,2021,JCPL,89740027.00,78504386.00,5601433.00,755016.00,174600862.00,PSEG
Morristown Town,Morris,2015,PSEG/JCPL,60437033.00,239217279.00,1839660.00,1168394.00,302662366.00,PSEG
Morristown Town,Morris,2016,PSEG/JCPL,9670.00,NDA,NDA,NDA,9670.00,PSEG
Morristown Town,Morris,2017,PSEG/JCPL,6835.00,NDA,NDA,NDA,6835.00,PSEG
Morristown Town,Morris,2018,PSEG/JCPL,61871956.00,211187889.00,1965373.00,1160520.00,276185738.00,PSEG
Morristown Town,Morris,2019,PSEG/JCPL,60255256.00,206028100.00,1966884.00,1160520.00,269410760.00,PSEG
Morristown Town,Morris,2020,PSEG/JCPL,61039462.00,189819730.00,1936115.00,1159578.00,253954885.00,PSEG
Morristown Town,Morris,2021,PSEG/JCPL,65234427.00,185645540.00,1650274.00,1160520.00,253690761.00,PSEG
Mount Arlington borough,Morris,2015,JCPL,19159033.00,13485711.00,439532.00,249146.00,33333422.00,NJNG
Mount Arlington borough,Morris,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Mount Arlington borough,Morris,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Mount Arlington borough,Morris,2018,JCPL,21153588.00,13361429.00,155503.00,274794.00,34945314.00,NJNG
Mount Arlington borough,Morris,2019,JCPL,20488698.00,13348031.00,166672.00,278152.00,34281553.00,NJNG
Mount Arlington borough,Morris,2020,JCPL,20893075.00,12509096.00,146455.00,279264.00,33827890.00,NJNG
Mount Arlington borough,Morris,2021,JCPL,21153346.00,11537548.00,151427.00,279264.00,33121585.00,NJNG
Mount Ephraim borough,Camden,2015,PSEG,15577878.00,8396038.00,69366.00,223037.00,24266319.00,PSEG
Mount Ephraim borough,Camden,2016,PSEG,15480092.00,9230574.00,53128.00,238363.00,25002157.00,PSEG
Mount Ephraim borough,Camden,2017,PSEG,14579125.00,8003181.00,62698.00,217764.00,22862768.00,PSEG
Mount Ephraim borough,Camden,2018,PSEG,15665657.00,8392388.00,71986.00,214663.00,24344694.00,PSEG
Mount Ephraim borough,Camden,2019,PSEG,15086836.00,8072504.00,73578.00,249556.00,23482474.00,PSEG
Mount Ephraim borough,Camden,2020,PSEG,15213582.00,7002050.00,843621.00,247244.00,23306497.00,PSEG
Mount Ephraim borough,Camden,2021,PSEG,15169389.00,7555563.00,616949.00,246312.00,23588213.00,PSEG
Mount Holly township,Burlington,2015,PSEG,30827543.00,52172681.00,5272575.00,890275.00,89163074.00,PSEG
Mount Holly township,Burlington,2016,PSEG,30657760.00,52517349.00,5122737.00,884355.00,89182201.00,PSEG
